p_55_64_yr_total, p_55_64_yr_married_de_facto, f_20_24_yr_married_de_facto, f_45_54_yr_not_married, f_45_54_yr_marrd_reg_marrge, p_15_19_yr_total, p_15_19_yr_not_married, m_35_44_yr_total, m_25_34_yr_total, p_tot_marrd_reg_marrge, m_85ov_total, f_tot_total, f_25_34_yr_not_married, f_65_74_yr_total, p_20_24_yr_total, p_85ov_marrd_reg_marrge, p_75_84_yr_total, p_25_34_yr_not_married, f_20_24_yr_total, p_20_24_yr_married_de_facto, m_15_19_yr_married_de_facto, m_85ov_marrd_reg_marrge, p_65_74_yr_total, p_45_54_yr_total, f_tot_married_de_facto, p_55_64_yr_marrd_reg_marrge, f_tot_not_married, m_tot_total, f_45_54_yr_married_de_facto, m_55_64_yr_not_married, m_65_74_yr_total, m_85ov_not_married, p_75_84_yr_married_de_facto, f_55_64_yr_marrd_reg_marrge, m_45_54_yr_married_de_facto, m_75_84_yr_married_de_facto, p_55_64_yr_not_married, f_75_84_yr_marrd_reg_marrge, f_65_74_yr_not_married, p_85ov_total, f_25_34_yr_total, p_85ov_married_de_facto, p_45_54_yr_not_married, f_25_34_yr_marrd_reg_marrge, p_85ov_not_married, m_75_84_yr_total, m_75_84_yr_marrd_reg_marrge, m_25_34_yr_marrd_reg_marrge, f_35_44_yr_not_married, f_85ov_marrd_reg_marrge, p_25_34_yr_marrd_reg_marrge, f_15_19_yr_marrd_reg_marrge, m_20_24_yr_married_de_facto, m_25_34_yr_married_de_facto, f_35_44_yr_marrd_reg_marrge, m_85ov_married_de_facto, f_65_74_yr_married_de_facto, f_35_44_yr_married_de_facto, f_tot_marrd_reg_marrge, p_25_34_yr_total, m_65_74_yr_marrd_reg_marrge, p_15_19_yr_marrd_reg_marrge, m_45_54_yr_marrd_reg_marrge, p_75_84_yr_marrd_reg_marrge, p_15_19_yr_married_de_facto, f_75_84_yr_not_married, p_65_74_yr_married_de_facto, m_20_24_yr_marrd_reg_marrge, m_75_84_yr_not_married, m_35_44_yr_marrd_reg_marrge, m_tot_married_de_facto, p_35_44_yr_marrd_reg_marrge, m_55_64_yr_total, p_35_44_yr_married_de_facto, f_15_19_yr_total, p_20_24_yr_not_married, m_20_24_yr_total, m_25_34_yr_not_married, f_75_84_yr_married_de_facto, f_85ov_married_de_facto, m_35_44_yr_married_de_facto, p_45_54_yr_married_de_facto, p_25_34_yr_married_de_facto, m_55_64_yr_married_de_facto, p_tot_married_de_facto, f_35_44_yr_total, m_15_19_yr_total, p_tot_total, p_tot_not_married, f_55_64_yr_total, m_45_54_yr_not_married, f_55_64_yr_married_de_facto, f_55_64_yr_not_married, p_45_54_yr_marrd_reg_marrge, sa4_name16, m_55_64_yr_marrd_reg_marrge, m_20_24_yr_not_married, m_15_19_yr_marrd_reg_marrge, m_tot_not_married, p_65_74_yr_marrd_reg_marrge, f_15_19_yr_married_de_facto, m_65_74_yr_not_married, p_75_84_yr_not_married, m_15_19_yr_not_married, f_45_54_yr_total, m_35_44_yr_not_married, f_20_24_yr_marrd_reg_marrge, m_45_54_yr_total, f_65_74_yr_marrd_reg_marrge, f_25_34_yr_married_de_facto, sa4_code16, p_65_74_yr_not_married, p_35_44_yr_total, f_85ov_not_married, p_35_44_yr_not_married, f_85ov_total, f_75_84_yr_total, f_20_24_yr_not_married, f_15_19_yr_not_married, m_65_74_yr_married_de_facto, p_20_24_yr_marrd_reg_marrge, m_tot_marrd_reg_marrge
28343,2777,1018,3997,8437,11215,10989,10691,9210,76695,1426,78831,3328,11117,8565,1129,11025,7193,4212,1712,62,763,22564,27729,9136,17341,31147,75707,1892,4020,11447,622,339,8764,1810,206,8230,2505,3760,3536,9926,54,7804,4298,2354,5376,3634,3221,2932,360,7517,4,697,2122,7059,39,556,1741,38551,19134,7807,6,7789,6136,219,3019,1333,122,1533,6225,8859,13289,14044,3441,5449,6415,4353,3865,135,20,1704,3697,4430,1449,17998,11733,5765,154539,59844,14301,3802,1329,4207,16227,"Capital Region",8571,3539,0,28698,14611,150,2868,4550,5699,14333,2757,316,13399,6801,2301,"101",6625,22420,1731,5683,2112,5650,2875,5298,776,439,38142
38322,3111,1419,6896,11647,18437,18214,17265,15397,111424,2960,125556,5940,17211,16103,2375,18863,12728,7873,2302,63,1576,32439,40038,12724,22788,56814,114121,2385,5180,15236,1322,482,11462,2450,305,12417,4336,6988,7345,16515,110,12508,6961,4859,8503,5801,5181,5368,800,12139,9,880,3437,10911,64,715,2678,56019,31917,10230,16,11050,10137,210,5846,1609,202,2390,10035,12362,20944,18072,5380,9085,13210,8231,6781,176,51,2697,4840,7046,1564,25087,18957,9351,239681,103170,20252,5608,1546,7240,22695,"Central Coast",11325,7148,3,46355,19735,145,4105,8236,9280,20926,4529,394,19116,9505,3611,"102",11096,36222,3539,9902,4383,10362,6058,8929,894,596,55409
23156,1702,1204,3481,7314,10838,10559,9789,9467,67681,1335,71514,3442,9473,8977,1075,10341,7139,4453,2048,81,723,18978,23623,7731,14530,29701,68052,1364,3329,9507,600,225,7228,1338,150,6922,2291,3534,3378,10219,33,6938,4529,2270,4839,3158,3484,2884,353,8020,6,842,2283,6470,24,400,1446,34080,19687,6282,8,6672,5451,267,3132,921,173,1540,5812,7530,12273,11550,2833,5264,6412,4525,3700,76,14,1385,2703,4525,921,15261,10800,5577,139566,56617,11603,3460,788,3591,13984,"Central West",7298,3509,0,26912,11822,188,2702,4670,5493,12158,2593,343,11469,5540,2245,"103",6233,20588,1673,5479,2037,5501,2901,5069,521,516,33603
18604,1925,553,2919,4584,7151,7022,6077,5268,45551,1136,50738,2247,7674,5122,973,8310,4598,2497,925,36,660,15285,16185,5672,10544,22108,46897,1158,2909,7613,444,255,5427,1045,167,6127,1982,2774,2774,5834,38,5267,2305,1765,3927,2650,1706,2229,315,4017,9,368,1206,3666,26,410,1126,22954,11103,5044,12,4129,4634,120,2303,977,87,1117,3193,5452,6861,9007,2180,3434,3932,2626,2357,90,19,1054,2206,2491,983,11123,7019,3721,97636,40964,9592,2347,945,3220,8708,"Coffs Harbour - Grafton",5120,2171,4,18850,9537,80,1995,3424,3675,8667,1833,175,7517,4490,1280,"104",4771,13099,1315,4063,1645,4379,1761,3340,566,265,22597
12961,1091,715,2139,3547,5481,5350,5073,5358,33719,731,38886,2393,4854,5120,562,5528,4685,2606,1239,41,391,9887,12638,4584,7523,17327,36736,795,2181,5030,332,121,3781,804,77,4347,1183,1909,1753,6154,21,4254,2372,1169,2572,1628,1803,1847,173,4176,0,524,1262,3007,13,204,819,16975,11510,3110,4,3238,2809,127,1722,474,86,870,2751,4396,5756,6488,1663,2675,3625,2511,2293,46,8,835,1601,2651,567,8982,5673,2809,75623,32922,6472,2112,521,2164,6787,"Far West and Orana",3739,1903,0,15595,5853,84,1655,2594,2760,6482,1492,171,6158,2741,1385,"105",3560,10748,843,3335,1022,2951,1724,2590,265,253,16742
29670,2279,1632,4642,9683,14770,14485,14062,13064,90277,1398,94623,4656,11896,12840,1118,11604,9636,6471,2711,89,763,23663,31218,10815,19131,38243,89310,1840,3806,11769,606,234,9582,1826,144,8257,2731,4081,3545,14442,57,8877,6437,2375,5478,3877,4885,3940,357,11319,3,1075,3198,8979,35,470,2129,45559,27503,8343,5,8984,6605,283,3299,1096,198,1459,8115,10397,17089,14560,4340,7213,9486,6364,4983,89,20,2208,3665,6547,1197,21210,15051,7557,183930,72442,15113,4238,1081,4448,18670,"Hunter Valley exc Newcastle",9551,5094,0,34195,15685,196,2805,4762,7467,16165,3743,449,15047,7340,3350,"106",6888,29113,1767,7684,2143,6128,4389,7010,622,648,44718
32794,2307,1251,5456,11100,17236,16988,16449,15931,103961,2087,110490,5893,12836,18243,1780,14783,13381,8763,2099,91,1228,24792,35526,10139,20900,48028,104449,1764,4109,11951,827,325,10506,1785,202,9591,3609,4578,5222,16359,50,10257,7292,3387,6707,4843,5420,4463,549,12715,8,843,3019,11010,34,450,2130,52321,32291,8684,13,10627,8447,234,4342,979,198,1665,10244,9805,21253,15728,4215,8327,15513,9483,7494,122,21,2088,3552,6193,1220,19947,17600,8907,214938,91028,17066,4798,1083,5480,21726,"Illawarra",10400,8435,4,43004,16493,142,2740,6014,8819,18323,4119,437,17202,7810,3177,"107",7314,34053,2565,8586,3132,8074,7072,8170,527,635,51639
29095,2831,807,4317,6857,10515,10342,8677,6972,74538,2278,80264,3204,14381,7129,1940,15735,6411,3545,1391,46,1319,28414,24235,8117,16880,34676,73848,1619,4421,14035,909,487,8794,1575,290,9387,3855,4905,5410,8008,75,8185,3076,3401,7533,5148,2194,3138,623,5276,0,584,1571,5281,49,723,1504,37477,14977,9567,6,6005,9000,170,4153,1647,121,2090,4629,7884,9914,13935,2912,5110,5382,3580,3202,192,25,1410,3192,3291,1435,16005,9926,5403,154114,63575,15164,3868,1401,4964,12862,"Mid North Coast",8077,2872,3,28897,18311,123,3545,6246,5353,12791,2638,227,11438,8750,1720,"108",8451,18604,2489,5774,3138,8201,2512,4986,926,352,37063
14030,1138,639,1988,4047,5951,5784,5427,5108,39505,894,41011,1889,5609,5183,697,6237,3907,2561,1096,50,482,11334,13102,4371,8852,16745,39008,763,1973,5725,405,148,4470,730,91,4039,1456,1894,2060,5574,12,3881,2454,1352,2925,1957,1864,1608,216,4319,7,451,1229,3601,8,243,790,19898,10683,3918,9,3685,3411,157,1803,543,67,873,3250,4209,6854,6956,1546,2911,3850,2624,2022,51,8,749,1491,2462,599,8579,5999,3046,80013,31931,7069,1887,536,2063,7734,"Murray",4381,2101,6,15183,7393,99,1507,2681,2988,6797,1423,169,6299,3473,1232,"109",3398,11431,948,3030,1164,3312,1755,2800,301,237,19609
21016,1624,1120,3227,6200,9113,8816,8440,8231,58511,1057,63246,3346,8476,8094,859,9308,6784,4064,1906,76,593,16897,20537,6865,12870,26967,59616,1171,3172,8420,451,176,6491,1162,118,6522,2099,3175,2825,9041,26,6290,3732,1941,4367,2960,2819,2760,261,6556,10,781,1974,5351,13,312,1262,29416,17268,5636,14,5710,5056,273,2780,742,138,1299,4846,6655,10194,10409,2506,4380,5768,4028,3435,64,12,1247,2334,3931,858,13521,9372,4730,122865,50836,10608,3066,765,3353,11913,"New England and North West",6375,3105,8,23864,10624,196,2351,4080,4647,10603,2348,283,9932,4985,1964,"110",5526,17807,1489,5108,1769,4939,2661,4173,431,425,29095
40898,3042,1844,7064,12740,19543,19266,19515,20542,122522,2710,137114,7696,17003,21432,2239,18173,16844,10531,3077,75,1481,32412,42727,14407,24978,60877,127732,2332,5706,15415,1196,403,12515,2375,250,12877,4289,6484,6951,21230,51,13376,8707,4664,8147,5714,6679,6015,757,15386,7,1238,4715,12462,29,653,2940,61831,41773,10868,12,11901,10002,271,5584,1430,216,2182,11362,13846,23822,19768,5731,9401,17653,10904,9148,149,21,2789,4712,9540,1594,28253,21418,10142,264849,114070,21133,6314,1449,7168,24638,"Newcastle and Lake Macquarie",12463,9456,6,53189,20733,188,3768,7768,10062,22136,5355,485,20592,9870,4830,"111",10252,40926,3467,11372,4245,10024,8201,9202,776,700,60694
32322,3377,833,5572,7768,12314,12120,11379,9037,76581,2254,89654,3938,12826,8925,1818,14151,8206,4394,1442,53,1250,25473,29104,10162,17512,40965,81866,2119,5209,12649,963,392,8939,2023,234,11436,3354,4991,5480,10104,64,10128,3794,3603,6497,4389,2705,4262,568,6500,15,609,2068,6701,42,685,2256,38528,19139,8135,24,7061,7743,171,4141,1591,104,1875,5832,9869,12537,15558,4414,5997,7156,4524,4266,157,21,2161,4147,4437,1779,20030,13221,6322,171515,74901,16764,4557,1596,6224,14831,"Richmond - Tweed",8574,3816,10,33939,15292,121,3602,6018,6260,15462,3387,225,13642,7153,2371,"112",8594,24597,2640,7651,3229,7651,3338,5857,911,329,38058
17138,1161,1021,2469,5664,8400,8184,7711,7789,52198,995,54075,2910,6441,7715,838,7468,6085,3929,1740,62,580,12661,17545,5564,11132,22220,51460,876,2336,6217,406,117,5517,853,70,4845,1792,2280,2525,8409,18,4835,3727,1668,3444,2406,2892,2123,252,6625,6,720,1722,5100,8,193,971,26293,16191,4350,8,5311,4201,211,2188,454,112,967,4640,5299,9740,8563,1945,3982,5599,3790,3170,43,6,974,1729,3487,624,10863,8195,4419,105540,42475,8574,2375,539,2513,10975,"Riverina",5611,2952,0,20255,8321,150,1601,3151,4359,9008,2092,259,8533,3967,1769,"113",3879,15905,1264,4222,1523,4025,2649,3824,265,376,25907
19185,1676,648,2742,5004,7177,7052,6232,5477,53576,1347,54897,1988,9860,5350,1135,10260,4271,2567,1077,41,775,19081,16608,5550,11814,22376,50576,1069,2599,9220,538,278,6161,1040,163,5693,2566,3367,3150,5876,56,4976,2542,1959,4991,3528,1933,1971,361,4476,4,429,1256,4083,36,440,1029,26969,11354,6514,9,4521,6097,119,2600,991,108,1289,3560,5366,7645,9122,2020,3562,3961,2777,2287,114,23,993,2105,2603,871,10919,7082,3621,105475,40979,10063,2228,807,3098,9526,"Southern Highlands and Shoalhaven",5655,2246,3,18606,12569,79,2154,3888,3575,8818,1686,205,7788,6052,1346,"114",5524,13320,1416,3654,1798,5271,1714,3478,542,314,26606
26193,1273,337,2745,12799,15906,15851,14322,10448,100660,1103,86306,4075,9404,13293,1029,7932,9429,6343,579,15,708,18497,32004,4343,20633,31295,82226,989,1530,9097,375,117,10047,992,78,4287,2059,2771,2715,10945,29,4709,5803,1659,3797,3019,4080,2237,323,9877,0,236,1017,13013,18,218,1015,50676,21396,7567,8,12511,5080,47,2026,551,108,701,11407,4281,24418,12768,1951,7631,12398,6950,5355,41,12,932,1987,2078,653,8618,16270,8273,168534,59254,13424,1957,625,2749,25312,"Sydney - Baulkham Hills and Hawkesbury",10580,6603,8,27959,13981,33,1194,2725,8258,16539,1983,209,15467,6410,1066,"115",3964,30596,1286,4229,1619,4134,5798,7592,335,322,49986
31648,1678,884,5728,12984,22122,21936,24091,23230,124969,943,123788,8541,10309,21141,747,8506,19149,10287,1513,54,513,19957,39589,8106,20837,53028,118873,1464,3605,9644,412,140,9957,1519,98,9132,1618,4475,2440,25453,26,10229,14271,1666,3891,2695,10177,5463,240,24454,23,631,2450,17132,13,271,1877,62651,48681,7057,29,13390,4318,161,2951,665,316,1095,17284,7895,34416,15353,3750,10673,18452,10854,10603,46,10,1868,2985,5083,869,16002,24478,11447,242659,101688,16296,4502,807,5527,26377,"Sydney - Blacktown",10882,9907,4,48655,12619,105,2194,4049,11388,20173,4942,863,19412,5561,2634,"116",6671,48571,1252,10407,1493,4616,8546,10549,389,1176,62319
22073,2720,2085,6116,5797,10170,9957,23532,38779,67115,970,117629,19173,7324,29135,667,7370,40202,15760,3573,79,488,14449,29992,19108,9101,64842,119321,2055,4840,7125,451,235,4458,3482,155,10254,1281,3953,2366,38154,33,12777,9342,1672,3419,1928,7571,8151,171,16914,14,1485,10177,9018,22,354,3748,33683,76935,3518,22,5887,3206,194,2591,1006,236,1345,9154,23368,18173,11188,9360,5256,24744,13371,21033,87,14,5611,5534,19820,1708,42473,20921,4913,236951,127357,10882,6659,1016,5419,11680,"Sydney - City and Inner South",4648,11649,8,62522,6544,114,2954,3930,4826,13971,8773,579,16023,3023,9640,"117",6905,44451,1219,16922,1399,3953,13098,5129,649,815,33432
22063,1915,930,5075,8424,10842,10754,17617,21346,76426,1700,101191,11576,9335,17612,1362,9789,22932,9059,1498,29,961,17385,29038,12868,12504,49865,91419,1577,3065,8055,694,275,6206,1926,178,7643,2044,4255,4311,23786,69,8705,6106,2886,4295,2908,4396,5520,404,10502,3,567,5595,10430,48,383,2867,38457,45135,5219,4,8404,4952,87,3352,968,51,1209,9728,13352,20163,10443,6214,5395,15917,8551,11353,97,18,3344,3508,11700,1077,26220,18815,5453,192610,89960,11619,3637,835,4575,16825,"Sydney - Eastern Suburbs",6296,7937,0,40099,9914,51,2248,4565,5419,15076,4540,149,13962,4699,6106,"118",6500,36436,2188,10057,2608,5494,7981,5339,585,197,37965
56603,2925,1070,11051,21359,32488,32272,35508,43546,210284,3849,217143,17161,19869,38498,3170,23737,39914,18673,1757,30,2245,38885,66889,12086,35677,99671,208854,2099,7235,19012,1565,397,17225,2182,255,18005,5488,8168,9343,43794,54,19563,22484,6115,10846,7923,16888,9924,927,39376,103,691,3904,24086,40,510,2688,105389,87339,13431,115,21692,13410,102,7256,1289,755,2666,23505,12139,47592,27279,5352,15877,33469,19825,22752,149,15,2666,4278,8061,1591,24220,36704,16606,425991,191493,29328,8511,1335,10767,43046,"Sydney - Inner South West",18455,18379,10,91817,24631,70,4799,9923,16566,34507,9343,2517,32379,11199,4150,"119",12966,72211,4549,19266,5495,12893,15088,15712,777,3269,104898
27380,2317,981,6206,10580,12757,12663,19707,25217,100034,1637,114910,10860,9959,20495,1314,10525,23734,10272,1665,31,980,18561,35186,11373,16070,53324,105836,1899,3341,8605,626,228,7834,1865,150,8993,2306,4340,4097,25805,48,10360,10597,2730,4719,3333,8295,5784,337,18891,19,685,4047,12769,27,421,2469,50215,51022,5869,21,10489,5638,79,3423,969,240,1234,12371,11125,25139,12778,5037,6309,17996,10221,12878,77,21,2571,3757,8400,1196,22494,21020,6450,220746,98216,14598,4155,1118,5651,21068,"Sydney - Inner West",8243,9294,0,44898,11066,43,2188,4659,6412,18681,4769,594,16501,5193,4350,"120",6526,40729,2101,10553,2459,5808,8701,6251,550,834,49818
40759,2448,891,7101,19194,21528,21446,27594,24190,161037,2811,158011,10114,16418,19913,2524,16712,20689,10097,1464,24,1710,30711,53280,12336,27774,64500,141504,1959,3679,14289,1045,337,13590,2078,231,10534,4121,6140,7015,27069,71,11452,11922,4415,7577,5771,8890,6709,816,20817,6,576,4715,21340,60,469,2709,81176,51257,10957,8,18599,9891,77,4899,1185,142,1584,19603,12615,40940,19205,5590,10538,17926,9816,10581,110,14,2878,4030,9748,1348,24946,30753,10994,299515,113533,21555,4353,1106,6862,37796,"Sydney - North Sydney and Hornsby",14183,9094,0,49033,20768,52,2626,6484,10971,28251,5111,376,25027,9811,5030,"121",8758,58345,3368,11817,4198,9130,8833,10480,708,518,79860
25794,2024,638,4199,11911,13533,13481,16996,12746,96064,1876,94907,4870,10450,11326,1643,11258,10731,5456,989,15,1092,19897,34610,9562,17100,37004,88305,1786,2689,9445,763,222,8387,1812,136,6673,2721,3779,4831,13919,38,7441,5689,3149,5136,3867,3929,3378,548,9622,3,348,2960,12573,19,361,2353,48345,26669,6955,8,11660,6592,48,3320,895,85,1127,11420,9376,23996,12495,4809,6496,10061,5871,5858,83,19,2455,3597,6317,1099,18935,18304,7035,183214,68208,13303,3235,924,3981,23572,"Sydney - Northern Beaches",8712,5437,0,31206,13261,31,1955,4442,7024,17899,3120,192,16707,6305,3361,"122",5739,35296,2390,6495,2956,6124,4627,6458,532,281,47725
27631,1847,1104,4593,10283,16845,16659,16403,16107,93890,785,96642,6058,9140,16042,646,7222,13032,8015,1859,54,433,17927,31509,8599,18635,40884,90519,1544,2769,8790,341,171,9049,1522,112,7152,1556,3572,2123,17789,23,7929,9037,1457,3354,2384,6575,4477,210,15609,15,753,2557,11186,13,329,1897,47156,33896,6480,19,10238,3935,164,2251,745,236,862,10797,8320,21985,13350,3799,8222,13366,8027,6970,61,8,1904,3060,5254,994,16920,17562,8621,187160,76354,14281,3338,853,4387,20523,"Sydney - Outer South West",9587,7032,4,35468,11725,118,1892,3114,8563,16425,3702,579,15091,5241,2701,"123",5459,33964,1118,8177,1337,3864,6333,8095,417,819,46733
34637,2538,1462,5834,11460,18611,18345,18342,18274,105136,1142,114281,6851,12206,17908,856,10145,14538,8842,2452,88,588,23684,37171,11895,21939,49561,106780,2091,4180,11481,541,246,10906,2100,167,10156,2103,5033,3097,19569,24,10475,8926,2215,4553,3150,6984,5202,275,15911,9,990,3601,11847,17,479,2578,52824,37845,8056,11,11042,5251,255,3407,1111,294,1245,11160,11491,23006,16525,5171,9000,14545,9066,7689,83,11,2597,4188,7396,1309,23383,19626,9614,221059,92535,18113,4642,1227,5982,22507,"Sydney - Outer West and Blue Mountains",11035,7775,3,42972,14748,167,2800,4648,9523,19386,4586,613,17779,6692,3799,"124",7829,37971,1673,9786,1957,5587,6766,8827,625,911,52316
39862,1910,803,7759,15288,23091,22941,31653,40662,166426,2038,161889,13045,13285,29218,1591,14171,33746,13512,1351,28,1116,26008,48208,8235,25028,70243,164458,1423,5265,12716,887,244,11884,1384,154,12926,3075,5484,5200,39082,44,14320,23084,3568,6548,4658,17198,7359,472,40279,59,549,2759,20099,25,296,1732,83417,79745,9139,68,15799,7732,81,4459,773,609,1743,21334,8263,41434,19457,3573,11159,25305,15705,20704,88,13,1843,2806,5714,1045,16496,29183,11934,326348,143422,20401,6563,859,7658,31082,"Sydney - Parramatta",13149,14542,7,73180,16645,58,3109,6202,11899,24468,8474,1952,23739,7503,2955,"125",8587,60836,2682,15825,3167,7623,10759,11040,470,2559,83011
18982,854,499,2968,8061,9685,9622,11787,13001,72261,1298,71598,5587,6590,12663,1133,7508,11972,6379,850,21,792,12757,22208,4252,13044,31048,66416,647,1952,6163,498,107,6460,654,73,5085,1858,2460,3282,13629,22,5078,6457,2130,3323,2470,5065,2759,344,11524,6,354,1552,8878,15,155,867,36293,26628,4712,8,7765,4327,52,2295,417,95,773,8482,4243,17357,8963,1746,4626,11458,6291,6381,36,4,876,1303,3136,434,8499,12513,5053,138019,57255,10019,2107,423,3131,15829,"Sydney - Ryde",6584,5848,3,26206,8676,30,1190,3073,5031,11677,2427,261,10535,3971,1582,"126",3656,24299,1633,5192,1987,4184,5613,4595,262,353,35965
42349,2105,674,7975,16118,27370,27177,24427,25454,144414,1653,150934,11503,12990,27434,1303,13049,25416,13554,1155,41,975,25569,50535,7963,27957,70555,143599,1582,4871,12575,662,221,13381,1669,145,12288,2685,5343,4050,27551,35,14148,13714,2712,6012,4375,9486,7543,327,23202,71,479,2050,17292,20,317,1914,72419,53003,9441,81,17026,7056,112,4279,815,513,1498,15606,7824,32896,20574,3710,13205,24276,13881,13916,76,19,1800,3253,4379,1130,15787,26749,14166,294535,134339,21782,6172,978,7423,33142,"Sydney - South West",14577,12886,10,63787,16772,69,2640,5770,14115,25677,7024,1498,24862,7330,2335,"127",7984,51173,2053,14570,2395,7034,11386,13059,493,2012,71993
25326,1523,557,3582,9976,12493,12426,13553,11556,87149,1599,83854,4318,9510,11739,1443,9676,9476,5723,873,24,967,18230,28403,6748,17856,33286,78168,1201,2423,8719,601,183,8810,1275,117,5941,2480,3284,4073,12379,39,6454,5661,2588,4399,3329,4168,2861,475,9830,3,315,2233,10264,29,261,1474,43825,23939,6824,3,9495,5812,68,2727,609,99,957,9390,6609,19660,12276,2955,6086,10584,6012,5154,67,16,1478,2473,4628,803,13353,14603,6405,162025,61527,13048,2870,722,3513,19472,"Sydney - Sutherland",9046,5606,3,28240,12784,48,1548,3681,6387,14761,2689,193,13640,5966,2395,"128",4834,28156,1988,5545,2475,5274,4976,6037,342,289,43321
18653,1534,829,3254,5574,8334,8218,8043,7452,51195,952,58059,3004,7609,8394,758,7335,6167,4194,1399,37,509,14711,19049,6431,11163,25907,53484,1216,2552,7104,425,174,5555,1204,113,5953,1600,2945,2552,8097,25,5857,3176,1773,3415,2294,2451,2594,244,5627,6,568,1844,5012,16,280,1321,25714,15549,4750,6,5207,3895,109,2257,681,77,1006,4582,6315,9598,8966,2651,3985,6757,4202,3159,57,7,1333,2417,3753,803,12745,8919,4349,111540,47604,9689,2598,731,3396,10776,"Ballarat",5606,3553,0,21695,9132,78,1956,3265,4309,10047,2127,163,9003,4380,1910,"201",4898,16964,1344,4720,1596,3917,3200,3906,399,238,25474
18357,1497,850,3064,5503,8328,8207,7661,7107,50500,1045,56283,2854,7252,7832,860,7387,5816,3943,1455,27,565,14127,18318,6214,11000,24655,51833,1106,2567,6874,467,160,5477,1115,97,5862,1761,2804,2548,7819,26,5577,3160,1664,3450,2378,2412,2441,297,5574,12,611,1735,4887,14,312,1298,25413,14924,4627,12,5027,4133,109,2112,686,108,983,4447,5981,9339,8891,2508,4058,6079,3883,2959,62,11,1212,2215,3537,801,12194,8630,4267,108119,45420,9471,2507,697,3298,10527,"Bendigo",5521,3165,3,20770,8768,88,1876,3095,4243,9669,2002,183,8652,4136,1805,"202",4674,16284,1198,4443,1498,3936,2913,3965,377,292,25083
31065,2246,1209,5386,10323,14948,14789,15454,14520,96764,1915,103726,5675,12666,14973,1628,12880,11804,7251,2059,42,1105,24081,33160,10441,19716,44573,94977,1792,3734,11413,788,238,9847,1696,149,9106,3233,4654,4810,15861,39,9583,6635,3138,5774,4200,5058,4479,528,11689,12,857,3333,10240,25,418,2234,48712,30382,8333,12,9776,7433,145,3783,945,144,1425,9562,10114,19803,14808,4510,7241,12469,7727,6128,87,14,2278,3487,6886,1205,20556,16953,7702,198705,81384,16257,4197,1044,5371,20099,"Geelong",9872,6727,6,36813,15934,102,2553,5209,7654,17498,3614,306,15663,7602,3553,"203",7203,32405,2348,8090,2894,7100,5745,7135,528,443,48053
21781,1834,834,3241,6284,8669,8489,7994,6939,58453,1240,61093,2613,8648,6737,1017,8680,5395,3208,1430,50,704,17253,20772,6855,13577,24816,57506,1290,2993,8607,514,212,6895,1282,144,6369,2041,3014,2976,7712,40,6078,3236,1910,4105,2869,2378,2469,310,5612,10,598,1778,5211,20,388,1411,29426,14643,5791,9,5839,4910,170,2468,900,87,1093,4661,6706,9876,10643,2762,4176,5012,3522,2784,68,22,1351,2572,3638,964,13560,9089,4496,118602,46588,11135,2844,865,3380,12122,"Hume",6686,2835,3,21769,11040,120,2309,3557,4438,10809,1973,200,9962,5246,1865,"204",5321,17083,1403,4445,1736,4577,2177,4050,503,294,29028
34611,2935,1422,5101,9517,13855,13604,12245,11665,92964,1990,98459,4517,14561,11309,1650,14735,9130,5591,2404,63,1135,28980,31601,10859,21290,40796,92025,1989,4780,14424,830,325,10862,1935,187,10391,3401,4940,4766,12971,46,9558,5431,3063,7036,4884,4133,3938,523,9556,9,984,2918,7709,31,569,2105,46802,24632,10020,11,8599,8290,243,4161,1349,167,1960,6809,10414,14516,16713,4105,6616,8433,5720,4618,139,15,2003,3927,5941,1512,21277,13746,7242,190481,76242,17897,4458,1424,5607,18116,"Latrobe - Gippsland",10426,4571,7,35447,19064,177,3632,6126,7174,16606,3428,310,14992,9046,3029,"205",8569,25988,2234,7362,2776,7705,3863,6437,774,470,46164
43913,4645,3852,12009,14128,22913,22499,38963,66657,141640,2580,234480,36415,15430,55491,1973,16447,72038,30318,6509,152,1389,29401,58293,35490,21543,127822,214633,3727,7403,13974,1133,377,10674,4534,245,17718,3336,7446,6223,71213,87,21841,16806,4169,7218,4653,13347,15285,590,30159,23,2658,17684,17474,59,668,6825,71173,137878,8315,34,14066,7990,385,5761,1763,331,2319,17485,37292,34961,20881,15082,12156,47828,25173,35621,129,31,8255,8261,35685,2610,72785,39586,10757,449115,234693,23028,9829,2036,10323,28190,"Melbourne - Inner",10872,22182,12,106865,15633,231,4561,8085,10594,29867,13224,828,28426,7317,17993,"206",12014,78552,3030,28507,3644,9228,25642,11906,1097,1161,70469
37527,1822,981,6419,17100,22468,22354,19416,21845,138138,3029,143180,10234,15357,26004,2786,18305,21860,12532,1650,47,1876,28240,46575,9015,26427,64583,129461,1448,3252,12879,1094,278,12987,1434,181,9275,4643,5410,7574,22394,73,10444,8646,4718,8159,6401,6714,5190,904,15356,8,672,3511,15431,54,383,1685,69584,44241,10224,16,16147,11044,100,5404,864,141,1576,13606,9133,29039,17681,3453,11084,23911,13475,11625,99,18,1764,2879,7027,990,18142,22302,11386,272642,116363,19843,4029,832,6024,33249,"Melbourne - Inner East",13434,12659,6,51778,19785,54,2176,6977,11327,24965,4041,298,21609,9559,3515,"207",7589,41716,3627,9231,4545,10149,11249,11025,478,440,68554
