i_1250_1499_1eft_othaw, i_1500_1749_1eft_othaw, i_1750_1999_1ept_othnw, negnil_inc_1aw_othnw, i_3000_3499_lfsta_ns, i_300_399_tot, i_500_649_1eft_othaw, i_800_999_1eft_othaw, negnil_inc_be_wpt, negnil_inc_be_baw, i_1250_1499_lfsta_ns, i_650_799_1eft_othpt, i_2500_2999_1eft_othaw, i_150_299_1aw_othnw, i_1500_1749_1ept_othnw, i_1000_1249_1aw_othnw, i_500_649_1eft_othpt, i_1750_1999_1eft_othaw, i_3500_3999_1aw_othnw, i_650_799_be_baw, i_400_499_1eft_othpt, i_2500_2999_1aw_othnw, i_1250_1499_1eft_othpt, i_1500_1749_1ept_othaw, i_650_799_tot, i_300_399_lfsta_ns, i_800_999_tot, i_3500_3999_1ept_othaw, i_800_999_1aw_othnw, i_1_149_tot, i_400_499_1aw_othnw, i_1250_1499_tot, i_300_399_1aw_othnw, i_500_649_be_wpt, i_1000_1249_lfsta_ns, i_1500_1749_1eft_othnw, i_650_799_1eft_othnw, i_2500_2999_be_baw, i_2000_2499_1aw_othnw, i_150_299_lfsta_ns, i_1_149_be_wft, i_1000_1249_tot, i_400_499_be_baw, i_3000_3499_1ept_othaw, i_400_499_1eft_othnw, i_1000_1249_bnw, i_3500_3999_be_wft, i_4000more_1eft_othaw, i_1750_1999_1eft_othnw, i_3000_3499_1ept_othnw, i_1_149_1eft_othpt, i_1250_1499_1eft_othnw, i_1500_1749_be_wpt, i_300_399_1eft_othpt, i_2000_2499_1eft_othnw, i_800_999_be_wpt, i_1750_1999_tot, i_650_799_be_wft, i_3000_3499_tot, i_1500_1749_1eft_othpt, i_3000_3499_be_wft, i_650_799_1ept_othnw, i_1_149_1eft_othaw, i_300_399_1ept_othnw, i_400_499_be_wft, i_4000more_1eft_othnw, i_500_649_tot, i_3500_3999_lfsta_ns, i_800_999_1ept_othnw, i_300_399_1eft_othaw, i_150_299_be_wft, i_1250_1499_be_wpt, i_2500_2999_be_wft, i_1750_1999_1eft_othpt, i_4000more_be_wft, i_1_149_lfsta_ns, sa4_name16, i_1_149_1eft_othnw, i_1500_1749_bnw, i_4000more_be_wpt, i_1500_1749_tot, negnil_inc_tot, i_1000_1249_be_wpt, i_1750_1999_1aw_othnw, i_1_149_1ept_othnw, i_500_649_bnw, i_150_299_1ept_othaw, i_1500_1749_be_baw, i_500_649_lfsta_ns, i_4000more_1ept_othnw, i_300_399_be_wft, i_2000_2499_1ept_othaw, i_3000_3499_be_baw, i_800_999_bnw, i_2000_2499_be_wft, i_500_649_1eft_othnw, i_4000more_be_baw, i_1750_1999_be_wft, i_4000more_1eft_othpt, i_1500_1749_1aw_othnw, i_3500_3999_1ept_othnw, i_1000_1249_1ept_othnw, i_1250_1499_be_baw, i_2000_2499_1ept_othnw, i_400_499_1eft_othaw, i_400_499_bnw, i_2000_2499_1eft_othpt, i_500_649_1ept_othaw, i_2500_2999_1ept_othaw, i_2000_2499_lfsta_ns, i_2500_2999_lfsta_ns, i_3500_3999_bnw, i_800_999_1ept_othaw, negnil_inc_1eft_othaw, i_300_399_bnw, i_1000_1249_1eft_othnw, negnil_inc_be_wft, i_2000_2499_bnw, i_2000_2499_be_baw, i_300_399_1ept_othaw, i_3500_3999_be_wpt, i_3500_3999_1eft_othnw, i_500_649_be_wft, i_3500_3999_be_baw, i_1750_1999_be_baw, i_800_999_1eft_othnw, i_400_499_1ept_othaw, i_3000_3499_1aw_othnw, i_400_499_1ept_othnw, i_650_799_be_wpt, i_1250_1499_bnw, i_2000_2499_1eft_othaw, i_650_799_bnw, i_3000_3499_1eft_othpt, i_1750_1999_lfsta_ns, i_800_999_be_wft, i_800_999_be_baw, negnil_inc_1eft_othpt, i_650_799_1aw_othnw, i_4000more_1ept_othaw, i_150_299_1ept_othnw, i_500_649_1aw_othnw, i_500_649_be_baw, i_400_499_lfsta_ns, i_300_399_1eft_othnw, i_1_149_be_baw, i_400_499_be_wpt, negnil_inc_1ept_othnw, i_800_999_1eft_othpt, negnil_inc_1ept_othaw, i_3000_3499_1eft_othaw, i_2500_2999_be_wpt, i_3000_3499_1eft_othnw, i_1250_1499_1ept_othaw, i_2500_2999_1eft_othpt, negnil_inc_1eft_othnw, i_150_299_be_baw, i_300_399_be_wpt, i_1250_1499_1aw_othnw, negnil_inc_bnw, i_2500_2999_bnw, i_1000_1249_be_wft, i_3000_3499_be_wpt, i_500_649_1ept_othnw, i_3500_3999_tot, i_400_499_tot, i_1000_1249_be_baw, i_650_799_1ept_othaw, i_1000_1249_1eft_othaw, i_1750_1999_1ept_othaw, i_150_299_1eft_othaw, negnil_inc_lfsta_ns, i_2500_2999_tot, i_1750_1999_bnw, i_150_299_1eft_othnw, i_1_149_be_wpt, i_2000_2499_tot, i_2000_2499_be_wpt, i_2500_2999_1eft_othnw, i_1_149_1aw_othnw, i_1_149_bnw, i_150_299_be_wpt, i_150_299_tot, i_1250_1499_1ept_othnw, i_1500_1749_lfsta_ns, i_300_399_be_baw, i_3500_3999_1eft_othpt, i_1000_1249_1eft_othpt, i_1_149_1ept_othaw, i_150_299_bnw, i_3000_3499_bnw, i_1750_1999_be_wpt, i_650_799_1eft_othaw, i_1500_1749_be_wft, i_3500_3999_1eft_othaw, sa4_code16, i_650_799_lfsta_ns, i_150_299_1eft_othpt, i_1000_1249_1ept_othaw, i_1250_1499_be_wft, i_2500_2999_1ept_othnw, i_800_999_lfsta_ns
48,45,63,4,3,38,3,11,3,0,13,34,144,0,73,27,14,67,14,0,19,19,584,16,424,0,783,12,20,32,4,1664,0,13,9,334,71,37,36,0,0,1391,3,16,10,246,630,116,294,27,3,370,102,3,506,64,1637,19,1764,605,711,93,0,11,14,230,233,0,134,0,3,135,837,656,1378,0,"Capital Region",5,110,52,1535,67,122,22,4,83,0,14,0,28,6,46,21,170,913,37,33,325,713,22,12,133,13,78,0,80,1135,4,46,6,4,8,17,0,17,390,6,116,41,0,26,148,17,14,15,206,0,7,29,37,142,158,147,639,9,36,10,3,11,23,9,8,3,0,10,0,5,0,104,3,135,87,122,27,942,3,0,0,25,45,59,94,52,54,1188,159,12,0,22,21,3,0,2418,84,3,0,3134,109,200,3,16,7,51,119,3,0,273,306,0,25,37,74,4,203,55,"101",7,8,23,184,48,3
79,79,121,4,5,51,0,17,0,3,10,37,227,3,162,61,21,111,17,0,12,24,866,33,576,0,1142,11,23,55,3,2774,3,14,14,859,119,39,65,0,4,2128,0,27,19,408,730,140,750,50,8,800,158,3,1147,84,2997,23,2815,1038,1040,117,0,15,3,366,280,0,206,0,0,180,1247,1156,1290,0,"Central Coast",7,261,72,2893,83,162,44,10,105,0,16,6,47,0,80,35,276,1206,46,29,438,1188,43,33,261,16,172,4,114,2530,0,69,11,6,29,23,0,25,659,13,242,52,0,42,354,3,17,24,338,0,19,28,37,324,246,212,1158,12,36,6,3,17,21,23,7,0,4,8,5,3,3,131,0,133,139,190,25,2002,5,0,0,51,57,135,71,91,74,1825,181,13,14,30,28,0,0,4430,197,9,5,5978,224,460,0,22,3,74,239,6,0,487,417,0,35,65,124,6,243,99,"102",3,3,30,180,75,6
57,65,42,0,3,44,5,14,0,4,7,47,136,3,67,46,23,48,8,6,9,9,600,16,487,0,798,7,22,34,5,1681,3,7,10,380,85,30,30,0,8,1460,0,23,17,251,423,85,337,15,3,439,75,0,583,42,1598,20,1551,606,686,85,3,5,12,146,245,0,131,0,6,84,788,667,747,0,"Central West",0,100,20,1588,73,94,23,0,98,0,26,0,12,6,38,16,203,794,39,18,292,623,21,11,126,11,65,0,95,1326,4,30,15,4,6,9,0,18,409,14,74,32,0,10,149,8,9,10,203,0,6,27,24,152,130,199,597,8,43,15,10,11,21,12,7,0,0,7,3,13,0,115,0,95,53,67,11,1017,4,0,0,18,40,37,98,30,46,924,178,17,0,36,23,0,0,2346,67,9,0,3186,106,199,0,11,10,71,97,9,0,226,355,0,32,20,80,4,219,65,"103",0,6,16,199,30,4
38,34,52,0,5,16,5,4,0,0,3,25,46,3,96,30,16,41,5,0,13,6,378,13,410,0,651,5,11,35,6,1268,3,13,7,232,76,11,18,0,3,1164,0,8,3,199,168,12,184,10,4,309,77,0,274,59,1065,17,686,437,271,83,0,6,3,49,176,0,109,0,0,117,418,417,245,0,"Coffs Harbour - Grafton",6,104,21,1161,59,125,11,4,70,0,6,3,7,0,25,6,184,488,25,5,206,214,16,5,130,6,42,0,66,710,0,20,3,6,6,12,0,6,317,10,68,16,0,13,87,4,7,7,154,0,5,37,42,154,77,146,257,0,27,0,3,11,10,12,3,0,0,3,0,9,4,75,0,25,45,45,13,435,3,0,0,18,34,28,45,31,39,420,133,10,3,24,15,0,3,1157,61,0,0,1820,100,104,0,13,7,49,107,4,0,106,253,0,29,18,69,3,136,22,"104",0,3,23,123,23,9
28,30,17,0,0,17,0,4,0,0,4,21,62,0,30,16,16,43,0,3,8,8,261,13,286,0,459,0,13,24,3,834,0,8,4,188,51,7,14,0,6,755,0,8,10,133,204,33,178,5,3,175,36,0,219,18,800,16,691,305,335,39,0,3,10,32,141,0,73,0,5,57,444,288,344,0,"Far West and Orana",6,50,9,785,35,42,13,0,52,0,6,0,13,3,17,7,119,464,22,10,189,191,21,6,64,7,25,0,73,514,3,25,0,3,0,9,0,11,215,9,27,17,0,3,58,14,7,4,113,0,0,7,12,95,69,124,221,4,47,0,3,7,7,9,3,0,3,0,0,3,0,57,0,50,24,37,11,430,4,0,0,7,15,15,68,11,29,403,112,8,3,15,7,0,0,1116,36,7,0,1417,52,88,0,12,7,35,51,3,0,94,177,0,13,7,25,0,98,25,"105",0,3,6,137,8,0
66,62,109,3,5,49,0,14,0,0,9,39,176,5,130,43,22,85,24,4,8,31,665,20,569,0,973,9,37,25,5,2241,4,21,6,675,78,37,66,0,0,1796,0,30,15,400,575,127,628,25,4,701,107,3,1094,58,2312,13,2157,857,826,103,0,14,8,305,270,3,168,0,0,133,964,889,1086,0,"Hunter Valley exc Newcastle",4,176,46,2308,76,107,39,0,108,0,19,3,37,0,63,26,290,1006,28,50,297,994,30,19,195,25,133,0,98,1789,4,51,22,7,27,6,3,19,583,11,172,37,0,27,289,6,17,13,269,0,11,32,25,279,178,273,856,3,31,8,3,14,30,12,10,0,3,3,0,9,7,89,0,121,121,154,22,1702,3,0,4,32,37,94,75,59,71,1377,165,12,11,34,25,0,3,3599,120,0,0,4735,168,367,0,12,7,75,154,4,0,344,319,0,33,44,98,3,226,51,"106",0,10,23,151,59,4
54,82,123,6,0,49,0,10,0,4,10,32,211,0,122,52,15,89,32,3,10,33,666,29,643,0,1031,15,30,44,4,2302,0,14,12,681,106,47,55,0,3,1813,0,45,18,429,770,182,640,69,3,611,108,0,1132,62,2666,13,2948,848,931,152,0,9,4,414,326,0,192,0,8,152,1121,1046,1534,0,"Illawarra",3,274,103,2390,106,118,22,11,151,0,11,0,60,0,58,31,346,1012,42,38,320,1489,24,38,224,18,178,0,171,2274,6,59,11,5,34,4,0,26,559,12,291,28,0,32,364,5,25,19,258,3,11,49,37,403,219,269,1262,3,12,0,5,17,45,11,12,3,3,7,0,6,9,103,0,162,126,258,30,2095,3,0,0,38,74,144,49,85,80,1970,261,5,9,31,41,0,3,4415,227,13,0,5463,214,471,3,23,4,79,192,4,0,552,322,0,44,92,132,0,204,115,"107",3,0,11,138,108,3
50,59,64,0,0,25,3,14,4,0,10,40,67,0,125,34,19,58,3,0,9,7,601,33,606,0,1041,10,42,36,0,1912,0,11,19,319,90,24,25,0,5,1736,0,14,9,416,248,32,272,15,0,409,122,0,376,88,1452,22,896,578,404,121,0,3,12,77,242,3,207,0,3,146,572,552,348,0,"Mid North Coast",3,153,37,1672,61,152,10,3,85,0,9,3,14,3,36,12,281,691,37,9,282,269,38,3,235,18,79,0,113,1002,3,25,7,3,4,9,0,16,379,8,124,27,0,4,76,9,8,9,238,3,0,43,33,277,86,276,317,3,40,8,3,13,6,12,8,0,0,5,0,9,3,115,0,45,61,50,39,709,7,0,0,39,35,48,97,28,68,476,204,15,12,17,22,0,3,1671,104,3,0,2592,129,130,0,19,0,54,163,4,0,98,349,0,32,22,82,0,223,19,"108",6,0,28,162,29,10
34,43,33,0,0,10,4,6,0,0,11,29,84,0,39,12,17,43,0,0,14,3,434,21,265,0,488,3,17,22,0,1081,0,4,4,195,49,12,11,0,4,837,0,9,12,106,183,25,155,8,0,243,45,3,211,30,925,16,751,399,286,41,0,0,5,62,161,0,69,0,3,49,414,409,294,0,"Murray",5,50,22,946,43,58,7,0,57,0,8,0,6,0,32,11,105,484,26,11,179,242,15,3,71,10,43,0,36,779,0,14,9,3,3,5,0,3,238,11,40,20,0,10,44,3,13,5,146,0,0,18,15,86,88,92,329,4,30,0,5,10,10,4,5,0,0,0,0,0,0,75,0,36,39,44,19,498,0,0,0,16,21,25,73,22,40,386,90,9,5,21,19,0,0,1189,33,13,0,1794,73,94,0,4,3,32,58,0,0,102,235,0,5,9,41,9,138,17,"109",0,0,13,125,9,0
59,61,38,0,0,33,3,13,0,3,5,33,74,3,64,21,19,73,5,3,11,10,548,21,453,3,796,6,26,61,3,1626,3,10,6,321,93,18,18,0,8,1357,0,14,13,203,293,45,243,3,6,400,59,0,359,42,1400,25,1045,576,464,64,0,4,21,81,228,0,110,0,6,83,666,573,513,0,"New England and North West",5,86,31,1452,78,87,12,6,89,0,15,0,3,3,38,12,170,782,40,9,302,331,15,7,130,15,53,3,116,989,3,22,8,0,9,3,0,18,394,19,66,26,0,3,92,15,9,14,242,0,4,28,24,154,126,190,400,6,48,6,7,7,8,10,6,3,0,0,3,9,0,129,0,45,43,56,16,658,7,3,3,24,35,33,114,20,41,598,197,12,3,17,27,0,6,1666,51,9,3,2552,96,117,0,20,0,51,80,7,0,150,342,0,19,12,64,3,229,23,"110",3,4,22,240,14,3
87,95,126,0,3,41,0,15,0,0,9,36,271,3,160,42,15,98,20,3,7,28,811,38,661,0,1168,18,29,54,9,2680,0,15,5,713,103,41,57,0,0,2038,0,49,15,490,872,198,709,48,5,691,155,3,1210,82,3002,19,3553,1053,1164,148,0,11,3,499,295,6,222,0,0,185,1374,1222,1625,0,"Newcastle and Lake Macquarie",3,262,127,2760,93,145,30,8,139,0,21,5,80,0,89,34,340,1234,30,31,347,1828,31,33,251,18,201,0,129,2557,4,64,5,5,36,12,0,24,624,6,302,55,0,51,368,3,16,21,309,3,16,31,35,411,278,288,1607,16,24,7,9,15,43,15,11,0,0,7,3,5,3,124,0,208,170,231,37,2519,3,0,0,59,65,138,58,101,80,2184,204,5,8,34,48,0,0,5194,235,3,0,6247,252,461,0,36,3,84,208,3,0,664,359,0,52,97,147,6,227,110,"111",10,7,19,166,125,4
58,67,101,0,3,40,3,9,0,0,14,38,74,3,137,40,19,64,8,4,16,9,645,36,642,0,1026,6,23,31,11,2130,0,25,7,377,120,24,32,0,3,2008,3,18,13,351,291,46,345,18,3,479,175,0,466,109,1939,30,1292,765,514,168,0,19,4,124,293,0,221,0,3,211,711,760,515,3,"Richmond - Tweed",8,174,63,2010,72,212,25,3,97,0,22,0,38,0,64,9,238,815,36,19,338,501,20,20,276,23,99,0,103,1397,5,35,10,3,12,15,0,14,512,10,153,34,0,28,134,14,8,19,249,0,6,38,61,245,121,197,493,0,44,3,6,13,26,12,10,0,0,5,0,17,7,106,0,54,106,81,24,952,7,0,0,30,44,51,100,59,80,739,199,13,4,37,27,3,0,2191,124,13,3,3412,222,175,0,7,7,80,188,7,0,194,433,0,37,29,138,0,229,35,"112",3,6,22,221,55,8
42,49,35,0,0,20,0,6,0,3,8,36,89,0,46,25,15,71,3,0,4,10,521,25,357,0,644,3,8,28,0,1388,0,8,7,293,98,27,22,0,0,1107,0,22,9,161,324,29,255,11,3,344,58,0,369,21,1373,16,1082,576,478,52,0,10,0,87,162,3,82,0,4,71,728,587,474,0,"Riverina",3,73,28,1330,61,66,9,3,66,0,12,3,10,0,26,7,141,781,17,15,287,367,14,16,92,12,45,4,79,1040,3,22,4,0,5,10,0,4,374,9,84,16,0,10,77,7,6,8,219,0,0,22,15,126,145,124,419,3,29,4,0,4,9,8,3,0,0,0,0,7,3,107,0,57,43,56,21,725,3,0,0,22,35,28,70,22,40,632,132,6,0,25,20,0,4,1800,42,8,0,2619,77,125,0,13,0,49,68,3,0,151,281,0,25,10,42,7,188,35,"113",10,6,13,155,18,9
40,20,38,0,0,26,0,3,0,0,12,31,65,0,65,19,15,45,4,3,7,9,408,16,358,0,596,3,7,20,0,1262,4,16,7,308,46,17,21,0,0,1061,0,9,4,205,235,39,235,20,0,324,80,0,343,66,1109,12,848,424,349,73,0,3,6,99,154,0,106,0,3,79,404,432,401,0,"Southern Highlands and Shoalhaven",0,100,23,1175,28,107,13,5,38,0,9,8,17,0,22,4,146,460,20,10,171,378,16,15,106,10,75,0,69,858,0,13,8,4,8,5,0,8,285,3,86,24,0,14,96,9,4,9,151,0,0,23,30,154,83,141,326,0,21,7,0,12,18,7,3,0,0,0,3,4,3,89,0,44,40,53,16,646,0,0,3,16,19,47,48,27,43,526,109,8,4,24,12,0,0,1403,82,10,3,2062,93,137,0,4,0,44,108,0,0,136,242,0,19,19,59,0,135,19,"114",3,5,7,92,22,0
27,40,97,5,7,52,4,3,3,0,3,23,148,0,116,18,21,45,25,0,3,25,401,13,350,3,637,15,29,46,5,1416,0,13,9,525,78,28,33,0,9,1097,0,34,18,164,1215,280,560,82,3,423,84,0,1375,52,1866,9,3657,505,1401,80,0,21,0,1187,239,5,94,0,4,110,1238,632,4098,0,"Sydney - Baulkham Hills and Hawkesbury",11,153,167,1635,128,107,19,3,80,0,9,0,139,0,28,26,121,952,47,49,264,2890,15,72,134,3,150,0,54,1543,3,40,3,6,74,3,5,22,351,17,265,29,0,67,914,10,14,17,208,0,10,24,35,163,138,108,1438,3,30,0,18,3,58,19,6,0,3,3,0,10,8,94,0,145,135,322,12,1823,4,0,0,22,70,166,57,95,60,3227,115,4,3,22,10,0,0,4233,124,10,0,4702,169,524,3,17,0,72,122,3,0,716,211,0,35,107,95,4,169,102,"115",3,3,19,131,109,0
70,81,156,4,0,128,0,8,3,0,19,48,274,7,193,80,22,124,20,6,3,34,810,40,1103,3,1842,10,49,92,17,3556,4,18,20,1325,352,50,77,0,5,2928,0,28,50,494,1388,184,1126,74,0,1300,131,0,2027,96,3839,9,4195,946,2030,233,0,42,3,516,683,7,305,0,0,177,2510,1100,2478,3,"Sydney - Blacktown",11,342,72,3608,253,162,35,12,246,0,17,10,44,4,81,40,391,2574,176,45,757,1075,60,46,335,32,249,0,236,2262,3,56,28,9,58,14,0,55,1290,12,459,57,7,42,568,3,27,25,806,4,20,97,42,459,293,379,1160,12,29,6,3,23,19,44,30,3,0,13,0,3,15,122,0,195,135,400,34,1859,15,0,0,65,197,238,86,90,175,2773,422,10,0,33,29,0,3,6030,338,14,0,8327,220,759,0,66,5,172,281,9,0,481,397,0,92,155,127,7,454,122,"116",7,4,29,312,104,14
19,17,73,3,0,41,0,3,0,0,3,18,109,0,83,17,3,21,18,5,8,9,213,8,396,0,549,12,14,43,3,949,0,6,7,307,105,22,27,0,3,903,0,16,20,188,519,425,280,44,0,268,57,0,582,45,1044,3,1760,268,603,83,0,13,4,558,232,5,96,0,0,72,599,297,2107,0,"Sydney - City and Inner South",3,118,121,995,110,69,13,5,89,0,7,0,60,0,20,23,126,514,44,57,173,1523,12,28,120,6,90,0,62,759,0,32,7,4,35,6,0,25,318,5,182,16,0,38,475,5,17,10,196,3,8,47,31,170,101,133,648,0,17,4,0,14,42,18,3,0,0,3,0,9,3,40,0,139,98,146,7,818,3,0,0,9,91,86,38,63,84,1662,148,0,0,12,11,0,0,2057,122,6,0,2400,105,236,0,26,3,66,94,3,0,384,125,0,38,72,50,0,107,127,"117",0,0,7,82,42,8
12,15,65,3,0,28,0,7,0,0,0,26,115,0,65,13,10,24,36,0,0,7,201,9,201,0,397,14,4,27,0,786,0,10,3,251,36,15,30,0,0,645,0,24,8,120,593,537,264,76,5,209,52,0,635,40,967,14,2058,254,646,45,0,10,3,1499,146,12,84,0,0,81,567,306,3562,0,"Sydney - Eastern Suburbs",3,116,232,867,113,59,11,0,49,0,4,0,212,0,19,26,69,449,38,66,114,3528,11,78,90,5,103,0,35,808,0,19,6,4,74,4,0,19,206,8,167,14,0,52,1094,3,18,4,121,0,4,22,16,117,89,64,824,7,16,0,6,3,63,15,3,0,0,3,0,3,3,49,0,137,113,164,4,981,13,0,0,17,77,105,31,72,34,2545,69,3,0,3,16,0,0,2259,92,0,3,2453,134,269,0,10,0,43,63,3,0,448,120,0,21,75,57,0,86,131,"118",0,3,3,77,60,5
93,109,311,18,7,378,7,18,5,6,24,98,269,22,387,127,39,132,39,12,14,36,1212,62,2754,7,3981,13,133,193,42,5702,14,61,15,1663,785,60,97,0,0,5505,3,51,124,1051,1373,308,1429,142,8,1906,254,3,2312,241,4994,30,5004,1244,1838,683,0,152,3,968,1790,5,810,0,3,347,2260,1267,3296,0,"Sydney - Inner South West",15,736,186,5171,606,364,58,28,584,0,26,11,183,0,97,54,873,2465,396,71,852,2439,99,110,743,40,473,0,559,2749,9,56,25,14,170,16,4,157,2103,15,971,62,0,95,798,15,32,46,1509,6,33,300,155,921,354,859,1631,16,75,7,11,86,61,144,69,5,19,34,0,40,20,263,0,256,246,537,52,2388,30,0,3,97,505,500,213,133,601,3567,1110,24,14,59,52,0,4,6992,614,30,0,9970,362,916,6,134,8,480,559,21,0,762,749,0,269,321,221,9,573,172,"119",23,8,56,454,243,18
30,25,105,4,3,65,0,6,0,3,5,22,133,3,99,23,16,38,17,0,7,22,361,19,562,0,831,14,16,66,6,1578,0,18,6,525,160,22,40,4,3,1411,0,28,21,270,850,522,485,70,3,481,97,0,1107,81,1650,10,2725,403,968,129,0,26,3,1082,316,4,139,0,0,140,921,444,4059,0,"Sydney - Inner West",5,204,212,1564,192,100,15,12,83,0,7,0,165,0,29,20,159,851,66,72,274,3200,24,56,185,14,172,0,90,1098,4,36,3,10,79,5,0,28,517,10,322,25,0,55,907,3,16,12,316,0,13,67,50,249,125,174,1004,3,18,3,8,16,56,24,8,0,5,4,0,4,13,67,0,174,125,245,16,1174,9,3,0,30,144,184,68,74,108,2730,205,5,0,17,17,0,0,3124,171,13,6,3932,164,392,3,40,3,99,119,8,0,593,217,0,47,127,78,3,159,143,"120",0,4,11,126,106,9
24,24,124,5,0,90,3,4,4,3,0,36,199,0,119,24,12,55,60,0,10,31,390,14,524,0,776,29,14,74,5,1660,3,14,4,654,146,28,49,0,10,1297,0,42,29,222,1257,824,662,121,4,555,116,3,1899,70,1994,21,3907,448,1323,112,0,28,3,3257,318,3,130,0,0,139,1132,589,7480,0,"Sydney - North Sydney and Hornsby",10,180,405,1722,307,123,21,11,90,0,9,0,437,0,47,26,122,894,74,135,247,7211,23,161,159,5,259,0,88,1444,3,41,6,3,179,9,3,45,442,15,317,25,0,89,2405,3,22,9,282,0,16,51,44,213,165,137,1565,5,38,0,11,15,121,27,8,0,0,9,0,16,12,103,0,202,180,323,18,1830,31,0,3,24,214,220,80,125,103,5246,201,9,8,22,9,0,0,4392,175,4,0,5293,196,590,0,39,3,105,155,4,0,830,207,0,56,164,100,3,137,201,"121",0,5,10,140,140,0
23,29,72,3,6,35,0,4,0,0,3,25,193,0,85,12,9,38,30,0,0,13,345,14,236,0,425,23,12,43,9,1112,0,7,0,350,55,31,34,0,8,853,0,31,8,139,760,414,341,66,7,268,89,0,828,48,1540,11,3021,452,949,58,0,12,3,1379,113,3,73,0,3,80,814,618,3638,0,"Sydney - Northern Beaches",3,117,243,1278,98,89,15,3,36,0,11,0,230,0,30,30,67,676,29,70,209,4412,21,64,92,0,168,0,38,1492,3,37,6,4,64,0,0,15,238,13,210,31,0,70,1306,0,21,13,109,3,9,24,14,140,106,61,1359,0,12,7,13,5,74,14,0,0,0,3,3,3,4,82,0,148,167,197,18,1806,9,0,0,20,51,142,41,138,26,3210,91,8,4,9,21,0,3,3626,126,4,3,3774,193,314,3,16,3,52,93,0,0,727,221,0,21,85,89,3,115,144,"122",0,3,12,118,106,3
57,77,99,4,7,58,6,11,0,5,9,26,233,3,161,49,17,96,22,0,8,18,691,15,703,0,1205,9,30,38,12,2461,4,20,9,952,188,40,50,0,3,2118,0,25,29,369,965,132,835,49,3,837,87,0,1284,58,2801,11,3002,793,1296,165,0,11,0,370,391,3,196,0,0,117,1563,905,1709,0,"Sydney - Outer South West",9,227,57,2690,134,95,50,3,130,0,15,3,52,3,65,32,260,1641,104,29,472,1021,40,25,238,17,156,0,141,1902,3,48,13,8,24,8,0,31,897,5,265,56,0,34,305,3,21,21,499,0,10,51,37,283,242,242,981,9,25,3,8,22,27,19,8,0,7,4,0,6,5,92,0,170,95,274,13,1627,15,0,0,47,94,148,68,63,99,1993,257,16,3,25,32,0,3,4395,196,10,0,5864,192,510,0,28,0,95,183,7,0,475,340,0,55,81,91,0,316,107,"123",7,4,18,203,104,14
61,83,113,3,11,53,0,5,0,0,4,36,284,0,126,48,19,119,11,3,8,41,730,27,559,0,1044,8,22,43,3,2616,0,9,8,933,156,49,63,0,4,1986,0,36,10,319,1122,150,872,55,4,919,120,3,1383,56,3045,16,3457,911,1471,109,0,17,3,454,280,7,181,0,5,142,1686,1101,2091,0,"Sydney - Outer West and Blue Mountains",5,220,57,2748,111,115,35,3,91,0,17,3,50,0,64,30,214,1686,65,35,436,1213,46,31,230,19,172,0,94,2243,0,69,10,14,30,6,0,26,767,10,264,57,0,38,356,3,16,19,419,0,20,34,34,270,312,184,1200,10,32,3,4,20,33,11,5,0,0,4,0,13,3,111,0,194,143,307,19,2012,8,0,0,48,67,145,75,63,80,2304,178,4,3,36,26,0,3,5149,198,7,0,6448,195,611,4,17,0,58,193,7,0,574,364,0,32,73,117,0,255,111,"124",7,6,17,205,99,5
61,74,227,11,10,303,4,19,3,5,21,88,243,10,283,99,37,98,19,8,4,35,924,22,2269,4,3216,12,107,172,29,4634,11,45,24,1684,637,43,100,3,0,4458,0,30,96,873,1255,252,1493,117,0,1690,166,3,2561,169,4222,29,3862,967,1620,511,0,117,4,722,1467,4,691,0,9,276,2053,966,2556,0,"Sydney - Parramatta",4,515,98,4298,591,235,64,23,520,0,29,13,118,0,64,37,750,2064,320,49,701,1442,63,74,604,31,369,4,595,1980,10,53,21,6,143,25,0,118,1799,8,705,50,0,58,724,10,25,24,1177,0,34,270,124,679,280,761,1112,11,54,17,0,76,38,97,68,11,5,35,0,31,25,186,0,186,184,418,40,1786,25,0,11,95,499,363,163,81,430,3004,1042,18,11,45,31,0,10,5773,450,23,3,8434,234,815,4,130,9,377,435,14,0,537,560,0,222,233,169,9,468,138,"125",21,6,38,383,195,15
17,27,78,0,0,57,0,5,3,0,0,28,103,3,75,23,5,39,14,0,0,15,229,10,412,0,547,7,16,46,0,1075,0,12,4,456,113,18,32,0,3,967,0,22,25,174,700,221,427,58,7,378,65,0,974,43,1275,7,2103,300,782,108,0,23,3,811,238,3,96,0,0,80,715,325,2651,0,"Sydney - Ryde",0,119,134,1198,177,84,17,8,79,0,8,0,133,0,23,14,106,571,56,55,194,2154,13,43,105,3,137,0,70,842,6,18,0,3,52,0,0,21,382,3,220,19,3,37,581,3,13,8,190,0,16,34,36,130,91,106,760,3,17,5,0,7,34,19,6,3,0,6,0,11,5,59,0,105,79,205,18,887,7,0,0,17,147,134,40,53,68,1931,139,3,0,10,9,0,9,2364,113,7,0,3028,115,322,0,29,4,61,106,5,0,387,137,0,32,95,57,3,127,87,"126",0,0,8,106,68,0
