r_75_99_lt_ste_terr_hsg_auth, r_450_549_lt_other_lld_type, r_275_349_lt_psn_not_sme_hhd, r_75_99_tot, r_550_649_lt_real_este_agent, r_150_199_lt_psn_not_sme_hhd, r_0_74_lt_ste_terr_hsg_auth, r_275_349_lt_ste_ter_hsg_aut, r_850_949_tot, r_200_224_lt_lld_type_ns, r_350_449_lt_other_lld_type, tot_lt_lld_type_ns, r_275_349_lt_lld_type_ns, r_100_149_tot, r_750_849_lt_ste_ter_hsg_aut, r_150_199_lt_real_este_agent, r_350_449_lt_ste_ter_hsg_aut, r_950_over_tot, r_750_849_lt_psn_not_sme_hhd, r_275_349_tot, r_550_649_lt_lld_type_ns, r_75_99_lt_lld_type_ns, r_950_over_lt_psn_not_sme_hhd, r_650_749_lt_ste_ter_hsg_aut, r_225_274_tot, r_100_149_lt_lld_type_ns, rent_ns_lt_hs_coop_com_ch_g, r_750_849_lt_real_este_agent, r_0_74_lt_other_lld_type, r_850_949_lt_lld_type_ns, r_150_199_tot, r_450_549_lt_psn_not_sme_hhd, r_950_over_lt_other_lld_type, r_0_74_lt_hs_coop_com_ch_g, r_150_199_lt_ste_ter_hsg_aut, r_450_549_lt_ste_ter_hsg_aut, r_550_649_lt_other_lld_type, r_225_274_lt_lld_type_ns, r_100_149_lt_hs_coop_com_ch_g, r_150_199_lt_other_lld_type, r_350_449_lt_real_este_agent, r_75_99_lt_hs_coop_com_ch_g, r_100_149_lt_psn_not_sme_hhd, r_225_274_lt_psn_not_sme_hhd, tot_tot, r_100_149_lt_st_ter_hsg_aut, r_450_549_lt_hs_coop_com_ch_g, r_0_74_lt_lld_type_ns, r_150_199_lt_lld_type_ns, rent_ns_lt_psn_not_sme_hhd, r_200_224_lt_ste_ter_hsg_aut, rent_ns_lt_ste_ter_hsg_auth, r_750_849_lt_lld_type_ns, r_350_449_tot, tot_lt_real_este_agent, r_75_99_lt_other_lld_type, r_75_99_lt_psn_not_sme_hhd, r_75_99_lt_real_estate_agent, r_0_74_lt_real_estate_agent, r_750_849_tot, r_0_74_tot, r_650_749_lt_lld_type_ns, rent_ns_lt_real_este_agent, r_950_over_lt_ste_ter_hsg_aut, r_850_949_lt_psn_not_sme_hhd, r_750_849_lt_hs_coop_com_ch_g, r_950_ovr_lt_hs_coop_com_ch_g, r_200_224_lt_real_este_agent, tot_lt_psn_not_sme_hhd, r_200_224_lt_hs_coop_com_ch_g, r_275_349_lt_hs_coop_com_ch_g, r_350_449_lt_psn_not_sme_hhd, r_650_749_tot, r_650_749_lt_hs_coop_com_ch_g, r_225_274_lt_ste_ter_hsg_aut, r_200_224_lt_psn_not_sme_hhd, r_450_549_tot, r_850_949_lt_ste_ter_hsg_aut, r_100_149_lt_real_este_agent, r_550_649_lt_psn_not_sme_hhd, r_850_949_lt_hs_coop_com_ch_g, r_950_over_lt_lld_type_ns, r_450_549_lt_lld_type_ns, tot_lt_ste_ter_hsg_auth, tot_lt_other_lld_type, r_275_349_lt_other_lld_type, r_275_349_lt_real_este_agent, r_850_949_lt_real_estat_agent, rent_ns_lt_lld_type_ns, rent_ns_tot, r_650_749_lt_real_este_agent, sa4_name16, r_550_649_lt_ste_ter_hsg_aut, r_100_149_lt_other_lld_type, r_200_224_tot, r_650_749_lt_other_lld_type, r_450_549_lt_real_este_agent, r_650_749_lt_psn_not_sme_hhd, rent_ns_lt_other_lld_type, r_550_649_tot, r_750_849_lt_other_lld_type, r_350_449_lt_hs_coop_com_ch_g, r_225_274_lt_hs_coop_com_ch_g, r_200_224_lt_other_lld_type, sa4_code16, r_0_74_lt_psn_not_sme_hhd, r_950_over_lt_real_este_agent, tot_lt_hs_coop_com_ch_g, r_225_274_lt_real_este_agent, r_550_649_lt_hs_coop_com_ch_g, r_225_274_lt_other_lld_type, r_850_949_lt_other_lld_type, r_150_199_lt_hs_coop_com_ch_g, r_350_449_lt_lld_type_ns
282,84,1880,376,1182,363,250,223,166,6,205,531,24,2194,3,117,87,298,73,5938,3,8,61,3,2258,17,38,245,54,0,1606,1329,12,31,878,13,20,16,79,85,8634,33,253,767,35994,1757,5,327,15,315,308,259,0,12159,19561,10,37,12,27,322,1286,3,238,0,37,0,0,201,9864,36,21,3188,635,0,264,409,5105,0,40,419,0,3,17,4334,1277,234,3552,124,53,981,482,"Perth - South West",8,46,1031,4,3659,142,80,1637,3,9,28,66,"507",605,218,430,823,0,365,0,140,36
167,7,762,409,20,605,141,107,7,14,69,710,14,1594,0,193,17,33,6,2132,0,11,11,0,1661,13,23,0,647,0,1675,60,3,28,511,8,0,10,157,222,863,58,467,681,12964,658,0,607,15,177,195,126,0,1386,3370,95,74,9,8,10,2061,0,54,0,4,0,0,261,4424,29,21,412,11,0,208,511,213,0,85,13,0,0,0,2148,1828,114,1121,0,11,590,4,"Western Australia - Wheat Belt",0,204,1153,4,140,3,196,36,0,15,39,139,"509",629,17,492,583,0,133,0,118,10
417,111,116,778,434,38,783,263,115,8,175,416,3,2107,6,116,138,240,42,1260,0,6,42,11,1110,12,44,195,3015,0,1386,132,49,224,595,41,41,7,69,573,944,65,29,97,17398,883,8,319,11,90,293,378,3,1449,4234,276,3,13,125,271,4556,0,246,5,26,0,0,88,1079,9,13,172,388,3,368,62,996,0,37,83,0,6,4,4198,6962,286,585,74,20,1377,277,"Western Australia - Outback (North)",15,1080,765,50,701,53,595,579,20,4,17,314,"510",94,143,508,247,0,368,10,48,12
148,27,789,304,109,359,432,175,6,6,50,470,8,1376,0,338,44,32,4,2823,0,5,14,3,1913,12,16,9,576,0,1612,120,4,53,557,4,11,11,71,258,1247,52,233,548,14298,758,3,370,18,127,225,202,0,1869,5139,58,33,13,21,18,1734,0,92,3,0,0,0,379,3464,15,32,516,41,0,267,383,548,0,72,30,0,0,6,2832,2044,199,1621,3,20,667,26,"Western Australia - Outback (South)",9,224,1187,0,384,16,213,158,3,4,25,175,"511",288,14,350,826,0,245,4,78,8
664,14,2128,780,198,722,299,135,13,18,73,418,16,2146,3,700,44,41,6,5948,0,12,16,0,4171,27,44,24,32,0,2765,272,3,26,983,8,4,25,216,88,2280,40,355,1509,24448,1351,10,249,32,174,443,206,0,3528,10570,12,47,9,35,38,969,0,134,6,0,0,0,773,7474,82,51,1099,89,0,321,707,968,0,146,79,0,0,4,4467,720,188,3427,4,33,629,51,"Hobart",4,55,2076,4,664,31,41,292,4,27,57,50,"601",328,14,797,2104,0,153,0,239,6
324,0,823,524,14,816,186,32,4,16,24,404,16,1639,0,1024,9,18,4,2725,0,9,10,0,2959,19,28,0,169,0,2716,42,3,49,529,6,0,12,144,129,588,52,421,929,15227,727,0,274,32,146,251,117,0,828,6588,38,75,21,33,6,1068,0,90,6,0,0,0,943,4552,38,17,193,10,0,113,722,139,0,224,22,0,0,0,2312,801,76,1760,0,18,495,3,"Launceston and North East",3,101,2052,0,94,7,93,33,3,9,20,82,"602",356,7,562,1797,0,85,0,193,3
27,0,158,62,0,229,9,0,3,0,4,172,4,268,0,94,0,3,0,382,0,0,0,0,471,5,0,0,97,0,414,5,0,6,34,0,0,9,13,30,36,3,148,224,2566,48,3,129,8,37,19,4,0,86,705,7,22,4,3,0,411,0,13,0,0,0,0,102,1226,21,0,45,4,0,8,190,15,0,20,0,0,0,0,143,260,17,204,0,15,98,4,"South East",0,34,353,0,6,0,31,3,0,0,4,19,"603",163,0,58,219,0,13,0,15,0
304,0,446,426,0,632,146,26,0,13,7,331,10,1510,0,751,17,15,0,1415,0,4,4,0,2707,29,24,3,206,0,2270,8,0,28,615,5,0,24,120,109,193,43,369,973,11800,672,0,200,28,98,334,135,0,305,4369,16,40,18,23,9,847,0,53,4,0,0,0,666,3574,72,7,78,4,0,94,671,37,0,250,5,0,0,0,2367,712,50,881,0,12,399,3,"West and North West",3,77,1845,0,15,0,73,10,0,3,9,82,"604",248,3,447,1506,0,93,0,135,5
487,128,389,518,1806,82,479,103,238,0,168,286,12,699,0,44,101,294,90,1708,7,6,58,3,1280,8,18,438,223,0,494,1002,28,41,298,92,61,6,44,30,2227,20,70,174,19096,531,3,172,6,142,86,153,3,3486,9785,7,11,0,43,551,1139,5,202,0,51,0,0,75,4122,7,13,951,1261,0,152,135,3766,10,21,537,0,3,13,2518,2181,325,863,181,28,841,978,"Darwin",20,29,389,25,2526,248,296,2421,18,17,9,91,"701",182,203,205,184,0,756,9,35,21
732,47,164,1075,193,76,2335,53,15,0,70,563,7,1206,3,22,61,29,15,639,0,6,7,4,642,6,139,31,1513,0,828,185,17,668,401,25,18,3,113,256,635,78,41,99,13639,750,4,484,7,68,115,658,0,1031,2116,249,8,3,68,54,5149,0,53,0,3,0,0,46,1171,66,7,260,104,0,107,71,728,3,14,62,0,0,4,5257,3370,79,324,8,38,1464,73,"Northern Territory - Outback",9,275,371,5,465,23,511,287,3,6,19,68,"702",90,3,1163,158,0,249,0,58,3
1287,197,1286,1374,2179,335,560,545,227,8,417,471,10,2930,4,146,575,342,119,5920,7,7,95,10,2190,19,48,297,57,0,1923,2182,13,57,1259,142,71,7,91,49,9499,46,157,435,45346,2553,8,295,9,305,524,489,0,13954,23285,12,17,6,44,438,1494,0,301,19,63,0,3,146,10100,42,112,3375,1001,3,604,278,8214,0,54,695,0,0,22,8581,2251,674,3298,151,47,1285,681,"Australian Capital Territory",21,49,1081,30,5664,281,99,2981,11,45,62,80,"801",482,214,653,596,6,481,8,126,41
12,11,12,32,0,32,21,5,0,0,3,38,0,73,0,20,3,4,0,39,0,0,4,0,31,0,9,0,58,0,88,6,0,18,31,0,0,0,0,3,6,0,34,9,552,14,0,34,0,11,20,3,0,23,84,13,8,0,3,0,151,0,3,0,0,0,0,9,164,0,0,16,6,0,0,10,18,0,16,0,0,0,0,116,132,12,5,0,0,50,0,"Other Territories",0,4,41,3,3,0,18,3,0,0,0,0,"901",23,0,26,16,0,4,0,0,0
