hysc_y11_e_ind_p, apaei_5_14_no_in_f, apaei_25ov_no_ind_f, vfdif_sa2_ot_indig_m, hysc_y11_e_ind_f, hysc_y11_e_ind_m, vfdif_sa2_ot_indig_p, apaei_5_14_no_in_p, apaei_25ov_no_ind_p, apaei_5_14_no_in_m, vfdif_sa2_ot_indig_f, apaei_25ov_no_ind_m, vfdif_sa2_t_indst_nsp, apaei_15_19_ind_f, apaei_20_24_no_ind_f, vfdif_sa2_t_indst_nsm, apaei_15_19_ind_p, vfdif_sa2_ot_totf, apaei_15_19_ind_m, apaei_20_24_no_ind_p, vfdif_sa2_t_indst_nsf, saindl_se_vw_wel_in_p, apaei_20_24_no_ind_m, vis_tot_vis_nonind_f, saindl_se_vw_wel_in_m, saindl_se_vw_wel_in_f, vfdif_sa2_nt_totf, apaei_0_4_totp, apaei_0_4_in_st_nsf, apaei_0_4_totf, lsah_aus_ind_lang_ind_p, apaei_0_4_totm, vfdif_sa2_ot_totm, lsah_aus_ind_lang_ind_m, lsah_aus_ind_lang_ind_f, vfdif_sa2_ot_totp, vfdif_sa2_t_totp, vfdif_sa2_t_totm, vfdif_sa2_t_totf, apaei_0_4_in_st_nsm, apaei_0_4_in_st_nsp, vis_tot_vis_indigstat_nsp, vfdif_sa2_t_nonind_m, vfdif_sa2_t_nonind_p, saindl_se_vw_we_totf, vis_tot_vis_indigstat_nsm, auabrigtrrl_indig_f, auabrigtrrl_indig_m, apaei_25ov_totf, vfdif_sa2_t_indig_m, saindl_se_vw_we_totm, saindl_se_vw_we_totp, vis_tot_vis_indigstat_nsf, lsh_aus_ind_lan_indst_nsf, vfdif_sa2_t_indig_f, vfdif_sa2_t_indig_p, vfdif_sa2_t_nonind_f, hysc_y12_e_ind_f, saindl_se_nw_na_in_f, hysc_y10_e_ind_p, hysc_y10_e_ind_m, apaei_25ov_totp, apaei_25ov_totm, hysc_y12_e_ind_m, saindl_se_nw_na_in_m, hysc_y12_e_ind_p, hysc_y10_e_ind_f, hysc_y11_e_in_s_nsf, saindl_se_nw_na_in_p, vfdif_sa2_act_indig_m, hysc_y11_e_totp, apaei_15_19_totm, hysc_y11_e_totm, apaei_15_19_totp, sa4_name16, apaei_15_19_totf, apaei_20_24_in_st_nsf, vfdif_sa2_act_indig_p, hysc_y10_e_no_in_m, apaei_20_24_in_st_nsm, saindl_se_nw_na_in_st_nsp, saindl_se_nw_na_in_st_nsm, vfdif_sa2_act_indig_f, hysc_y11_e_totf, apaei_5_14_totm, lsah_eng_on_ind_sta_nsm, lsah_eng_on_ind_sta_nsp, apaei_5_14_totf, lsah_eng_on_ind_sta_nsf, apaei_20_24_in_st_nsp, vis_tot_visitors_totm, vis_tot_visitors_totp, vis_tot_visitors_totf, apaei_5_14_in_st_nsf, apaei_5_14_in_st_nsp, vfdif_sa2_act_nonind_f, apaei_5_14_in_st_nsm, saindl_se_nw_na_totf, vfdif_sa2_act_nonind_m, saindl_se_nw_na_totm, saindl_se_nw_na_totp, lsah_eng_onl_nonind_p, lsah_eng_onl_nonind_m, auabrigtrrl_indst_nsp, vfdif_sa2_act_nonind_p, lsah_eng_onl_nonind_f, hysc_y12_e_no_in_m, vfdif_sa2_act_totm, hysc_y12_e_no_in_p, apaei_5_14_totp, auabrigtrrl_indst_nsm, apaei_15_19_no_in_m, apaei_15_19_no_in_p, vfdif_sa2_act_totp, vfdif_sa2_act_totf, apaei_15_19_no_in_f, auabrigtrrl_indst_nsf, hysc_y12_e_no_in_f, saindl_se_nw_na_in_st_nsf, vfdif_sa2_nt_indst_nsp, vis_tot_vis_indig_p, lsah_aus_ind_lan_no_ind_f, vis_tot_vis_indig_m, lsh_austn_indig_lang_totm, lsh_austn_indig_lang_totf, vis_tot_vis_indig_f, lsh_aus_ind_lan_indst_nsm, hysc_y11_e_in_s_nsp, lsh_aus_ind_lan_indst_nsp, hysc_y11_e_in_s_nsm, auabrigtrrl_no_ind_f, saindl_se_vw_we_no_in_p, auabrigtrrl_no_ind_p, auabrigtrrl_indig_p, auabrigtrrl_no_ind_m, saindl_se_vw_we_no_in_m, lsh_austn_indig_lang_totp, saindl_se_vw_we_no_in_f, vfdif_sa2_act_indst_nsm, apaei_20_24_totf, vfdif_sa2_act_indst_nsp, apaei_20_24_totp, apaei_20_24_totm, apaei_15_19_i_st_nsf, vfdif_sa2_act_indst_nsf, lsah_eng_onl_indig_p, saindl_se_vw_we_i_st_nsf, lsah_eng_onl_indig_f, saindl_se_nw_na_no_in_p, saindl_se_nw_na_no_in_m, apaei_0_4_no_ind_f, saindl_se_vw_we_i_st_nsp, saindl_se_vw_we_i_st_nsm, hysc_y11_e_no_in_f, lsah_eng_onl_indig_m, hysc_y11_e_no_in_m, apaei_0_4_no_ind_p, lsah_aus_ind_lan_no_ind_p, hysc_y11_e_no_in_p, saindl_se_nw_na_no_in_f, apaei_0_4_no_ind_m, apaei_20_24_ind_p, vfdif_sa2_nt_totp, apaei_20_24_ind_m, vfdif_sa2_nt_totm, lsah_aus_ind_lan_no_ind_m, apaei_20_24_ind_f, lsah_eng_only_totm, hysc_y12_e_in_st_nsm, apaei_25ov_in_st_nsp, vfdif_sa2_ot_indst_nsf, hysc_y12_e_in_st_nsf, auabrigtrrl_totf, apaei_25ov_in_st_nsm, apaei_5_14_ind_f, hysc_y12_e_in_st_nsp, vfdif_sa2_ot_indst_nsm, lsah_eng_only_totp, apaei_25ov_in_st_nsf, vfdif_sa2_ot_indst_nsp, apaei_25ov_ind_m, lsah_eng_only_totf, apaei_25ov_ind_p, apaei_25ov_ind_f, vfdif_sa2_ot_nonind_p, hysc_y12_e_totp, hysc_y12_e_totm, vfdif_sa2_ot_nonind_m, apaei_5_14_ind_p, sa4_code16, apaei_5_14_ind_m, apaei_15_19_i_st_nsm, apaei_0_4_ind_p, apaei_0_4_ind_m, vis_tot_vis_nonind_p, vis_tot_vis_nonind_m, auabrigtrrl_totm, apaei_0_4_ind_f, apaei_15_19_i_st_nsp, hysc_y12_e_totf, auabrigtrrl_totp, vfdif_sa2_ot_nonind_f
236,20647,7351,0,122,113,0,42493,12580,21850,0,5225,1081,82,4720,607,159,0,74,9627,470,27,4909,4030,15,11,15,4559,15,2217,27,2340,0,15,11,0,9124,4748,4382,24,38,1106,4084,7940,10,618,11,13,7452,53,15,26,485,0,52,106,3855,312,0,333,157,12747,5298,272,0,583,176,130,0,0,32797,9139,16880,18346,"Melbourne - North West",9214,29,0,19781,42,0,0,0,15914,22313,905,1754,21036,851,67,4937,9512,4576,188,436,22,250,0,16,0,0,195580,97093,0,38,98485,71293,25,148070,43354,0,8977,18015,52,23,9039,0,76779,0,8,112,0,53,15,10,59,0,275,0,146,0,0,0,27,0,0,26,0,9,4787,14,9760,4980,93,3,2084,0,1082,0,0,2181,0,0,15660,1008,16628,4473,0,32282,0,2294,64,38,33,23,0,35,99010,438,89,0,471,16,39,206,901,0,199430,48,0,32,100419,84,52,0,149563,72006,0,423,"210",214,84,42,23,8294,4266,13,21,176,77557,29,0
310,27422,9663,0,159,144,0,56581,15556,29166,0,5891,920,141,6210,491,235,0,95,12462,428,42,6255,5626,10,32,9,6576,15,3232,42,3345,0,12,34,0,11726,5771,5953,8,23,929,5223,10681,37,500,8,11,9765,55,11,51,434,0,69,122,5459,398,0,507,274,15707,5945,305,0,706,234,233,0,0,56522,13385,28775,26353,"Melbourne - Outer East",12968,32,0,31329,28,0,0,0,27739,29703,1416,2902,27941,1487,56,5949,12081,6133,196,440,16,243,0,27,0,0,379395,186709,0,41,192694,101880,28,219086,57644,0,13178,25917,51,22,12738,0,117205,0,3,133,8,59,13,42,70,0,427,0,196,3,10,3,24,0,3,56,8,3,6279,6,12580,6299,95,0,2742,0,1415,0,0,3183,0,0,27344,1330,28441,6490,10,55782,0,3312,66,27,24,18,3,44,189451,504,66,0,597,14,27,320,1096,0,385044,39,0,30,195595,83,58,0,220884,102692,0,623,"211",302,102,63,24,11014,5389,12,42,195,118193,30,0
326,42544,16977,0,159,165,0,87486,29153,44945,0,12176,1487,118,13732,803,257,0,136,27933,682,16,14206,8033,6,10,17,9453,39,4614,16,4837,0,6,10,0,17447,8985,8466,20,58,1522,8089,15775,11,826,12,7,17131,88,9,18,697,0,92,188,7683,474,0,499,277,29412,12274,350,0,827,225,212,0,0,63959,20852,33346,41142,"Melbourne - South East",20286,64,0,41327,77,0,0,0,30613,45615,1542,3183,43228,1637,140,9379,18207,8830,307,633,44,327,0,36,0,0,389915,195325,0,82,194590,162175,44,333533,88845,0,20574,40617,87,46,20042,0,171356,0,3,190,3,95,9,11,98,0,447,0,234,0,3,4,20,3,0,18,3,5,13831,7,28139,14310,128,3,3148,0,1613,0,0,4533,0,0,30240,1532,32948,9307,3,63185,0,4777,66,52,26,34,0,42,198399,834,158,0,899,18,63,379,1734,0,396245,92,0,35,197843,97,64,0,336093,163366,0,730,"212",347,142,85,38,16496,8460,8,47,267,172728,23,0
507,41730,17365,0,251,256,0,84995,29211,43270,0,11839,1465,186,9988,773,346,0,158,20419,691,36,10432,7914,20,18,21,9894,29,4837,39,5055,0,20,19,0,17131,8799,8335,44,74,1518,7922,15478,18,795,17,24,17578,109,20,41,717,0,82,193,7555,638,0,730,341,29562,11988,507,0,1146,389,201,0,0,58072,16964,30665,34029,"Melbourne - West",17063,67,0,37067,65,0,0,0,27403,44227,1550,3119,42629,1572,133,9190,17911,8716,435,873,37,440,0,30,0,0,370558,185435,0,63,185119,153406,39,315814,86856,0,16649,33389,74,38,16742,0,162411,0,3,199,0,109,23,19,86,0,443,0,237,0,0,0,40,3,0,39,0,9,10102,7,20640,10536,137,4,4391,0,2240,0,0,4756,0,0,26948,2151,30173,9718,0,57119,0,4963,89,51,34,30,0,55,189136,869,167,0,918,18,84,463,1790,0,378070,81,0,61,188934,187,123,0,318746,154786,0,982,"213",519,159,98,49,16198,8285,26,53,298,163963,40,0
282,15241,4974,0,127,157,0,31258,7458,16015,0,2485,827,85,2488,426,184,3,99,4694,399,16,2203,4417,6,8,10,3709,22,1790,18,1925,0,7,8,3,9554,4831,4723,19,34,849,4327,8591,14,443,3,0,5066,80,11,25,410,0,54,132,4267,383,0,420,224,7586,2521,296,0,672,200,145,0,0,35267,6362,17724,12755,"Mornington Peninsula",6393,20,0,21821,25,0,0,0,17543,16472,1073,2332,15659,1257,45,4983,9866,4883,169,350,18,178,0,18,0,0,243572,118583,0,44,124985,49331,26,108564,32134,0,6199,12445,53,23,6247,0,59240,0,0,141,0,86,12,14,55,0,260,0,119,0,6,4,3,3,3,24,0,5,2543,10,4779,2233,62,3,2510,0,1254,0,0,1747,0,0,17266,1255,17454,3624,6,34724,0,1876,45,30,9,18,3,34,120912,324,40,0,396,3,18,248,722,0,248413,27,0,20,127502,85,63,3,109959,49946,0,531,"214",283,60,57,35,8879,4456,0,22,121,60010,5,3
371,7334,1846,0,221,152,0,15048,2751,7718,0,901,1273,126,824,770,255,0,123,1336,496,18,515,2749,8,10,13,1589,13,766,22,824,0,14,10,0,7256,4048,3211,13,29,1279,3161,5798,10,778,19,23,1926,113,8,18,505,0,77,185,2637,299,0,643,298,2861,935,213,3,518,342,91,3,0,20566,3177,10296,6326,"North West",3152,9,0,12648,10,0,0,0,10271,8328,828,1644,7880,813,17,4175,7506,3336,143,280,10,142,0,7,3,3,121894,60318,0,18,61574,17168,9,39216,16215,0,3006,5983,24,8,2982,0,22047,0,0,204,0,119,14,10,84,0,198,0,103,0,0,0,39,0,0,22,0,4,850,3,1397,545,41,0,3739,0,1930,0,0,710,0,0,9954,1807,10044,1451,0,19998,0,743,36,29,22,17,0,22,62957,166,25,0,194,19,13,412,357,0,127271,14,0,23,64318,90,69,0,40089,17551,0,885,"215",472,43,104,62,6024,3280,21,46,88,22538,40,0
377,6617,1874,0,189,189,0,13807,2656,7191,0,782,879,108,773,473,234,0,122,1321,410,48,546,2140,19,24,14,1323,14,654,48,673,0,19,24,0,5370,2811,2558,7,21,886,2235,4290,27,479,6,6,1964,113,22,51,410,0,91,203,2057,318,0,560,273,2771,804,229,0,549,285,70,0,0,17178,3040,8623,5935,"Shepparton",2895,8,0,11046,4,0,0,0,8555,7661,616,1316,7096,699,15,2945,5591,2649,105,198,16,91,0,5,0,0,103078,51029,0,22,52044,14793,9,34168,14755,0,2893,5649,27,14,2751,0,19370,0,0,213,0,118,22,27,96,0,156,0,84,0,3,0,13,0,3,51,0,0,809,5,1372,560,28,0,3355,0,1690,0,0,594,0,0,8295,1664,8349,1223,3,16646,0,624,40,31,15,18,3,21,53309,116,21,0,172,6,5,378,286,0,107747,14,0,20,54443,90,73,0,35001,15137,0,759,"216",377,28,84,40,4488,2354,8,42,57,19862,18,0
205,6361,1700,0,115,89,0,13167,2459,6805,0,755,663,72,738,376,144,0,74,1247,286,27,508,2132,7,17,18,1238,6,605,28,636,0,11,20,0,5044,2672,2367,11,17,673,2249,4296,17,382,10,10,1755,48,7,29,293,0,39,83,2045,169,0,280,137,2532,784,144,0,312,137,112,0,0,17833,2700,8946,5371,"Warrnambool and South West",2669,14,0,10062,4,0,0,0,8884,7139,706,1399,6664,691,11,2775,5230,2464,107,224,7,118,0,9,0,0,106884,52629,0,14,54253,15355,9,35830,13804,0,2578,5144,14,7,2563,0,20476,0,0,87,0,49,14,20,39,0,192,0,85,4,0,5,23,0,0,34,0,0,760,0,1277,518,31,0,1761,0,872,0,0,569,0,0,8661,890,8776,1170,0,17438,0,603,21,33,7,19,0,6,54220,131,22,0,166,13,11,199,298,0,110036,12,0,14,55814,53,36,0,36440,15634,0,412,"217",214,50,54,31,4474,2343,10,22,83,20809,24,0
356,13121,3934,0,189,169,0,27100,5924,13981,0,1990,480,197,1921,251,359,0,161,3463,231,71,1546,2964,28,39,13,2462,10,1177,78,1288,0,33,39,0,6413,3187,3225,3,10,494,2818,5698,45,252,15,14,4072,116,33,74,239,0,117,228,2873,790,0,989,458,6121,2045,656,4,1442,529,41,4,0,14408,5397,7530,10733,"Brisbane - East",5337,13,0,20842,7,0,0,0,6884,14626,612,1301,13771,690,22,3288,6617,3327,108,208,20,97,0,20,4,4,189284,93210,0,38,96081,43566,25,91456,28394,0,5221,10319,42,20,5101,0,47890,0,0,239,0,120,36,45,122,0,89,0,55,0,3,0,29,0,0,77,0,0,1976,0,3569,1589,36,0,4895,0,2535,0,0,1127,0,0,6654,2357,7307,2368,3,13959,0,1239,83,40,37,20,0,47,96180,205,22,0,243,15,5,539,442,0,195482,10,0,47,99309,171,127,0,93347,44428,0,1082,"301",543,21,81,40,5879,2916,14,38,58,48920,29,0
302,10417,5051,0,150,151,0,21386,8185,10963,0,3138,519,143,2585,275,295,0,152,4716,244,72,2123,2900,31,37,11,2231,9,1064,89,1175,0,47,46,0,6290,3102,3187,5,17,525,2701,5524,44,276,18,25,5159,126,40,80,244,0,124,252,2824,740,9,745,366,8377,3220,701,11,1442,380,32,11,0,10619,4268,5557,8655,"Brisbane - North",4386,18,0,14048,6,0,0,0,5061,11455,502,1009,10913,506,23,3172,6452,3275,71,158,28,88,9,25,11,11,159178,77738,0,53,81443,48363,31,99994,22368,0,4077,8296,59,34,4212,0,51627,0,0,258,0,134,53,45,129,0,65,0,37,0,6,3,41,0,6,100,0,0,2661,3,4835,2174,27,3,4065,0,2074,0,0,1018,0,0,4883,1989,5371,2146,6,10252,0,1133,104,37,41,22,6,57,80233,204,30,0,210,18,16,427,408,0,164256,19,0,68,84021,158,90,0,101844,49265,0,828,"302",403,38,72,30,5664,2761,27,39,67,52574,44,0
253,17470,10177,0,136,114,0,35564,18260,18092,0,8087,1002,138,7703,501,273,0,138,15088,501,50,7381,4535,24,29,22,3576,8,1752,58,1827,0,23,32,0,9989,4997,4993,6,22,1020,4388,8792,36,513,13,4,10342,104,24,52,509,0,89,196,4408,806,0,645,314,18552,8211,747,0,1556,336,41,0,0,14314,8407,7554,16851,"Brisbane - South",8447,35,0,17199,17,0,0,0,6762,18591,591,1208,17960,617,49,5127,10264,5141,109,227,27,119,0,33,0,0,207659,102916,0,63,104739,91914,31,187046,36552,0,8210,16477,64,33,8260,0,95128,0,4,207,0,108,21,37,94,0,95,3,56,0,0,4,19,4,0,60,0,3,7820,6,15291,7473,44,3,3943,0,2023,0,0,1705,0,0,6588,1924,7384,3494,0,13969,0,1782,159,55,74,32,0,85,105425,317,65,0,332,13,33,380,644,0,212811,34,0,90,107387,225,139,0,189243,92977,0,763,"303",384,57,65,29,9042,4503,9,37,101,96273,21,0
123,10539,4862,0,74,54,0,22177,8602,11635,0,3742,151,74,5035,79,155,0,78,9593,75,16,4559,2319,6,10,27,2173,9,1066,15,1109,0,8,7,3,4776,2394,2380,4,19,151,2257,4520,10,79,0,4,4909,56,8,18,75,0,47,102,2258,339,0,216,117,8705,3793,368,0,706,105,18,3,0,7578,5689,3808,11728,"Brisbane - West",6039,19,0,7739,16,0,0,0,3773,11873,334,685,10769,346,30,2455,4892,2436,65,139,27,75,0,29,0,3,139260,68635,0,59,70625,50932,37,104337,22639,0,5573,11512,64,31,5939,0,53407,0,0,107,0,56,7,7,46,0,43,0,23,0,0,0,3,0,0,20,0,8,5103,11,9713,4610,25,3,1608,0,791,0,0,1048,0,0,3678,821,3729,2134,0,7411,0,1086,88,41,39,14,0,48,69790,186,31,0,205,0,13,158,388,0,141560,15,0,30,71762,64,34,3,105434,51485,0,318,"304",160,35,24,13,4640,2323,4,12,65,53947,7,0
177,10229,9552,0,91,87,0,20818,17449,10586,0,7897,4667,105,7432,2460,175,3,73,13713,2205,58,6282,7040,32,33,66,2198,5,1092,67,1107,3,30,31,6,19173,9814,9357,9,18,4679,7156,14113,33,2466,9,4,9681,193,32,61,2214,0,192,385,6958,647,0,376,191,17694,8012,651,4,1298,186,33,4,0,9674,5330,5057,11273,"Brisbane Inner City",5939,31,0,9072,20,0,0,0,4616,10782,449,862,10417,417,47,9921,19370,9449,57,115,63,58,0,92,4,4,181600,90913,0,155,90684,77386,138,156700,21196,0,5227,11025,230,97,5801,0,79315,0,37,384,0,193,37,31,195,0,64,0,29,0,0,0,14,0,0,68,0,39,7554,76,13915,6360,38,31,2391,0,1185,0,0,1071,0,0,4493,1210,4941,2156,0,9437,0,1077,149,131,58,62,0,90,92573,296,61,0,244,9,27,125,540,0,184859,28,0,87,92289,186,100,3,158536,78332,3,260,"305",132,35,25,15,14298,7262,4,9,70,80204,14,3
2137,11186,4716,0,1195,945,0,23138,6949,11955,0,2234,6566,665,1330,3303,1272,3,608,2254,3257,1523,925,11878,700,820,134,2207,13,1054,1773,1155,0,821,950,3,31901,16056,15843,15,30,6598,11891,23619,852,3321,48,56,5164,865,729,1582,3274,8,858,1720,11729,2985,54,4053,1846,7579,2410,2404,60,5392,2206,77,116,3,17374,4372,8961,8865,"Cairns",4496,10,8,20885,12,3,0,0,8408,14820,993,1986,13890,998,18,16300,32381,16079,213,396,182,188,62,177,60,122,168034,84650,0,357,83390,37896,237,81077,28712,0,3718,7492,502,262,3774,0,43182,3,57,1854,23,934,859,977,923,8,155,13,80,3,45,7,101,5,21,1836,18,64,1464,132,2445,982,62,75,20388,7,10617,0,0,874,15,8,7138,9773,7936,1832,46,15073,0,961,168,309,49,178,26,120,95413,280,51,0,322,45,18,2498,595,0,190417,32,0,161,95002,579,421,0,87067,40574,0,5178,"306",2679,45,342,180,23933,12049,57,165,107,46491,105,0
461,6669,1718,0,266,198,0,13807,2389,7139,0,673,2379,186,483,1818,383,0,200,773,564,36,294,3059,11,20,14,1254,3,613,40,641,0,15,20,0,10662,6997,3666,18,24,2399,4911,7851,23,1829,10,7,1842,267,12,35,570,0,168,430,2936,673,0,1332,664,2562,721,490,3,1160,672,31,3,0,7308,2319,3713,4541,"Darling Downs - Maranoa",2220,4,0,14770,3,0,0,0,3594,8110,691,1359,7545,665,13,7153,10964,3810,100,219,18,121,0,23,3,3,103005,51900,0,40,51109,15692,19,35035,15654,0,2094,4108,37,18,2016,0,19345,0,10,468,0,286,16,23,180,0,66,0,33,0,3,0,19,0,0,41,0,4,524,4,825,307,20,0,6629,0,3391,0,0,542,0,0,3297,3240,3488,1102,3,6784,0,559,43,34,12,23,0,37,55834,147,18,0,159,10,10,777,304,0,110994,13,0,43,55157,158,108,0,36502,16327,0,1624,"307",847,27,132,64,8101,5040,7,69,48,20179,19,0
955,12353,3931,0,519,442,0,25577,5705,13223,0,1775,4183,408,1309,3084,753,0,348,2132,1099,220,827,6764,99,122,28,2270,4,1164,246,1103,0,109,131,0,21569,13501,8075,19,26,4198,9902,16534,120,3088,44,38,4164,509,103,224,1109,0,342,858,6628,1478,10,2329,1115,6009,1848,1229,5,2709,1214,78,10,0,14953,4356,7857,8728,"Central Queensland",4371,5,0,23582,8,0,0,0,7095,14843,959,2005,13940,1044,17,13670,21895,8224,184,379,55,197,10,52,5,10,177407,89656,0,101,87755,31690,54,67679,28781,0,3964,7871,119,68,3906,0,35987,0,8,889,0,536,114,133,352,0,132,3,63,0,0,0,77,0,0,245,0,7,1390,17,2264,876,55,7,11876,0,6088,0,0,1032,3,0,6505,5788,7360,2029,0,13860,0,995,113,63,42,33,0,68,96402,199,29,0,244,44,7,1407,449,0,191286,24,0,67,94887,273,209,0,70839,33123,0,2830,"308",1419,46,215,94,16809,10045,35,123,105,37716,77,0
703,29707,12738,0,363,342,0,60939,20177,31234,0,7439,8346,349,6917,4054,685,0,337,12696,4292,62,5782,16810,34,29,85,6837,33,3347,71,3489,3,37,27,4,41104,20007,21098,20,52,8382,15629,32149,29,4067,16,22,13057,323,36,68,4312,0,291,619,16517,1447,0,1901,947,20654,7600,1246,3,2700,954,145,3,0,40410,12100,20172,24717,"Gold Coast",12616,32,0,48443,27,0,0,0,20233,32499,1585,3413,30966,1827,60,20298,41718,21427,275,552,233,276,0,193,3,3,446775,218670,0,431,228110,112927,254,238026,63460,0,11667,23842,553,296,12173,0,125097,0,34,627,0,327,37,30,304,0,274,0,135,0,0,4,39,0,0,75,0,57,7090,119,12988,5902,92,58,9108,0,4687,0,0,3198,0,0,19731,4422,19703,6574,4,39435,0,3375,235,198,93,108,0,143,224678,601,103,0,666,24,30,979,1269,0,459299,72,0,126,234618,368,243,4,241989,114783,3,1971,"309",986,94,212,95,32711,15904,24,115,187,127209,41,0
924,19336,6975,0,488,436,0,39505,10597,20166,0,3624,742,455,3013,408,880,0,428,5273,336,133,2257,4199,66,63,34,3708,8,1789,135,1923,0,69,64,0,9788,5187,4601,29,37,763,4472,8457,71,413,31,25,7249,310,74,143,355,0,272,580,3984,1576,0,2068,1010,10992,3745,1229,3,2810,1061,74,4,0,20027,7266,10319,14553,"Ipswich",7288,20,0,28059,20,0,0,0,9709,22017,1130,2253,20991,1125,33,5416,10253,4839,240,512,15,275,0,17,3,4,233501,115886,0,36,117618,52937,26,112049,43005,0,6777,13555,45,21,6772,0,59115,0,4,608,7,319,77,74,281,0,162,0,86,3,8,7,59,7,4,147,7,8,3160,8,5489,2331,60,4,11808,0,5985,0,0,1663,0,0,9142,5819,9798,3445,9,18941,0,1787,185,72,61,40,4,123,122833,334,57,0,362,38,25,1411,696,0,247560,34,0,91,124726,337,243,0,115558,54498,0,2989,"310",1580,56,223,111,8879,4679,25,113,118,61056,63,0
783,19424,6075,0,407,377,0,39722,9186,20299,0,3105,629,356,2616,329,693,0,337,4632,302,101,2018,3904,49,52,10,3836,10,1880,107,1952,3,48,58,3,8736,4492,4242,25,38,649,3944,7680,56,339,13,25,6328,223,48,104,309,0,204,426,3733,1321,3,1869,897,9525,3193,1078,0,2402,971,83,4,0,21603,7109,10989,14429,"Logan - Beaudesert",7325,11,0,29370,16,0,0,0,10614,21713,1072,2147,20895,1075,33,4684,9122,4437,202,401,20,194,3,21,0,4,236271,117081,0,37,119191,52535,21,110713,42613,0,6706,13617,37,20,6909,0,58179,0,6,456,0,238,49,57,218,0,177,0,86,0,3,0,39,0,0,110,0,0,2725,0,4820,2091,65,0,10053,0,5180,0,0,1749,0,0,10127,4870,10522,3555,3,20643,0,1807,150,35,56,24,0,94,123020,331,62,0,331,13,20,1264,665,0,248473,39,0,65,125448,275,213,3,113777,53940,3,2483,"311",1222,63,247,126,8018,4113,30,123,126,59831,42,0
667,9103,2868,0,367,299,0,18826,4049,9724,0,1184,6979,260,849,5164,467,0,209,1358,1821,81,513,6888,44,39,20,1811,5,864,92,945,0,46,42,0,25156,16268,8889,15,18,6996,10729,17519,44,5169,0,3,3029,381,39,82,1824,0,273,657,6788,984,3,1532,766,4260,1230,837,7,1823,761,56,7,0,12031,2989,6494,6052,"Mackay - Isaac - Whitsunday",3067,0,0,18902,5,0,0,0,5534,10794,783,1546,10207,765,10,16424,25415,8987,138,269,77,131,3,76,7,7,134522,68679,0,155,65840,23890,106,51436,20996,0,2741,5503,203,93,2764,0,27541,0,5,668,0,392,50,45,276,0,117,0,59,0,5,0,3,0,0,95,0,27,903,48,1445,544,44,20,7932,0,4089,0,0,792,0,0,5115,3846,6130,1647,5,11245,0,852,79,40,24,23,0,52,73306,176,26,0,193,0,4,965,373,0,143999,21,0,38,70695,181,145,0,53638,24914,0,1908,"312",941,42,144,79,17744,10863,3,66,86,28725,3,0
619,12859,4224,0,347,266,0,26500,5948,13640,0,1725,957,286,1491,483,568,4,278,2508,471,88,1020,3935,40,48,14,2362,12,1140,93,1226,0,46,46,7,8974,4521,4453,20,29,974,3856,7662,52,490,17,18,4432,178,48,102,485,3,180,354,3806,1083,0,1550,732,6235,1799,813,0,1894,819,68,0,0,16676,4671,8348,9584,"Moreton Bay - North",4910,10,4,25491,14,0,0,5,8333,14815,949,1947,13946,994,22,4656,9255,4598,170,338,31,175,0,20,4,4,195966,95937,0,54,100032,34505,30,74557,28757,0,4348,8920,71,41,4577,0,40051,0,3,373,0,193,55,52,188,4,146,6,81,0,8,3,36,3,3,105,0,6,1574,12,2644,1068,48,6,8106,3,4195,0,0,1050,5,3,7916,3912,7994,2170,8,15908,0,1117,115,31,36,19,3,78,100802,258,44,4,282,17,9,917,538,0,206017,28,4,63,105218,245,186,6,76991,35572,0,1916,"313",998,47,165,87,7906,3977,20,75,95,41422,36,4
295,13164,4126,0,166,130,0,27010,6244,13848,0,2119,261,152,1849,135,273,3,116,3338,128,32,1491,2191,18,21,16,2657,8,1264,35,1398,0,19,21,3,4580,2253,2328,6,18,267,2041,4175,21,138,8,11,4227,83,18,32,129,0,61,141,2138,701,0,642,314,6397,2175,550,0,1245,326,31,0,0,12370,4661,6364,9424,"Moreton Bay - South",4763,12,0,15757,3,0,0,0,6003,14417,498,1007,13711,511,12,2322,4703,2376,87,185,14,100,0,12,0,5,165122,81514,0,27,83606,39823,14,83511,28129,0,4523,9097,30,22,4579,0,43687,0,3,145,0,82,19,21,60,0,63,0,28,3,0,3,19,0,0,35,0,0,1909,0,3423,1511,28,0,3961,0,2079,0,0,1206,0,0,5803,1886,6206,2544,0,12008,0,1341,67,38,18,18,0,51,83899,180,27,0,192,9,11,459,376,0,170090,17,0,45,86189,130,85,3,85129,40551,0,937,"314",473,23,100,45,4291,2102,9,51,51,44579,21,3
